Symbol,Sector,Industry,Broad Sector,TTM Revenue,Revenue CAGR 5Y,Revenue CAGR 10Y,Revenue CAGR Max,Revenue CAGR Years,TTM Profit,Profit CAGR 5Y,Profit CAGR 10Y,Profit CAGR Max,Profit CAGR Years,Avg OPM 5Y,Avg OPM 10Y,Revenue YoY Q,Revenue Consecutive YoY,Revenue Accelerating,Profit YoY Q,Profit Positive Q,Total Quarters,Latest OPM Q,Avg OPM 4Q,Margin Improving,Latest EPS Q,EPS YoY Growth,Latest Debt,Debt Reducing,Latest Equity,Debt to Equity,ROE,Latest Operating CF,CF Positive Years,CF Total Years,CF Growing,CF Consistency,Latest ROCE,ROCE Improving,Avg ROCE 5Y,Final ROE,Promoter Holding,Promoter Change 4Q,Promoter Change 8Q,FII Holding,FII Change 4Q,DII Holding,DII Change 4Q,ROE from Ratios,ROE Avg 5Y,ROE Improving
ZODIAC,Construction,Civil Construction,Industrials,408.0,,,,,20.0,,,,,9.0,9.0,31.85,3.0,False,-11.21,7.0,7.0,9.96,10.2,False,3.35,-11.38,180.0,,101.0,1.78,19.8,,,,,,,,,19.8,69.91,-0.1,-2.95,0.33,-0.99,0.34,-0.22,,,
ZOTA,Healthcare,Pharmaceuticals,Healthcare,292.0,25.18,27.86,27.86,10.0,-57.0,,,,10.0,3.8,7.4,98.61,4.0,True,,0.0,13.0,-0.0,3.0,False,-8.73,28.76,181.0,False,316.0,0.57,-18.04,-50.0,4.0,9.0,False,44.4,-17.0,False,-2.6,-18.04,50.64,-11.38,-15.51,8.09,7.85,7.22,6.19,,,
ZUARI,Chemicals,Fertilizers,Commodities,4436.0,7.84,-5.26,-4.43,11.0,231.0,,32.36,,11.0,6.4,4.3,-72.78,0.0,False,-50.62,11.0,13.0,3.0,7.25,False,9.43,-27.29,607.0,True,2530.0,0.24,9.13,511.0,10.0,12.0,True,83.3,13.0,True,9.4,9.13,65.2,-0.01,-0.08,2.71,0.19,0.09,0.0,,,
ZUARIIND,Fast Moving Consumer Goods,Sugar,Fast Moving Consumer Goods,970.0,4.7,6.43,3.82,11.0,-94.0,,,,11.0,3.0,-3.5,11.91,4.0,True,,4.0,13.0,-3.0,5.25,False,-8.69,4.57,2347.0,True,4674.0,0.5,-2.01,-1.0,6.0,12.0,False,50.0,3.0,False,5.0,-2.01,56.71,0.0,-0.1,1.11,-0.3,1.15,0.3,,,
ZYDUSLIFE,Healthcare,Pharmaceuticals,Healthcare,23242.0,10.27,10.39,11.21,11.0,4673.0,31.16,14.68,16.93,11.0,24.8,23.6,30.27,4.0,True,-0.29,13.0,13.0,26.0,31.0,False,10.36,1.87,9636.0,False,25302.0,0.38,18.47,6777.0,12.0,12.0,True,100.0,24.0,True,17.6,18.47,75.0,0.02,0.02,7.06,-0.47,11.08,0.47,,,
ZYDUSWELL,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,2709.0,8.92,20.18,18.89,11.0,347.0,19.57,12.07,12.18,11.0,15.4,18.7,108.87,4.0,True,-766.67,10.0,13.0,6.0,12.25,False,-1.25,-725.0,3042.0,False,5706.0,0.53,6.08,380.0,12.0,12.0,True,100.0,6.0,False,5.8,6.08,69.64,0.02,0.49,3.27,-0.1,18.58,-1.54,,,
ANDHRAPET,Chemicals,Commodity Chemicals,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.04,0.0,0.0,0.9,-0.05,0.02,0.0,,,
GOODYEAR,Automobile and Auto Components,Tyres & Rubber Products,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,0.0,0.0,0.34,-0.36,8.01,-0.14,,,
KINETICENG,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,142.0,,,-26.25,3.0,6.0,,,,3.0,-0.2,-0.2,32.77,2.0,True,-95.1,12.0,13.0,5.26,2.97,False,0.08,-94.33,72.0,False,109.0,0.66,5.5,-22.0,2.0,3.0,False,66.7,0.0,,2.0,5.5,60.48,1.13,1.13,3.7,-3.42,0.72,0.71,,,
KIRLFER,Metals & Mining,Pig Iron,Commodities,6564.0,,,20.54,3.0,294.0,,,-0.67,3.0,14.0,14.0,0.62,4.0,False,-1.85,13.0,13.0,11.0,12.0,False,3.23,-2.12,1290.0,False,3579.0,0.36,8.21,654.0,4.0,4.0,False,100.0,12.0,False,15.0,8.21,50.82,-0.09,-5.68,1.76,-0.18,11.95,1.48,,,
NIRLON,Services,Diversified Commercial Services,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67,-0.07,-2.67,13.34,2.86,2.31,-2.54,,,
SILVERLINE,Information Technology,Software Products,Information Technology,3.02,-47.8,,-21.54,9.0,-1.28,,,,9.0,-13.6,-17.2,38.46,1.0,True,,0.0,13.0,-5.56,-18.85,True,-0.0,,0.12,True,147.28,0.0,-0.87,11.23,4.0,6.0,True,66.7,-0.83,False,-0.2,-0.87,0.0,0.0,-0.01,0.45,-0.08,,,,,
RELINFRA,Power,Integrated Power Utilities,Utilities,24441.0,4.1,4.21,2.24,11.0,9177.0,58.83,18.19,15.28,11.0,8.0,7.7,-14.62,0.0,False,,5.0,13.0,10.0,7.75,True,0.27,-100.32,5737.0,True,16910.0,0.34,54.27,3657.0,12.0,12.0,True,100.0,34.0,True,14.8,54.27,19.05,2.55,2.55,5.72,-3.28,1.06,-0.28,,,
TRANSCHEM,Healthcare,Pharmaceuticals,Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.45,4.77,4.77,0.03,0.0,0.01,0.0,,,
HOCL,Chemicals,Commodity Chemicals,Commodities,536.0,10.52,11.65,7.74,11.0,392.0,,,,11.0,-1.6,-25.6,-10.85,0.0,True,,1.0,13.0,-2.47,-12.79,True,-0.58,-95.07,232.0,True,1020.0,0.23,38.43,631.0,4.0,12.0,True,33.3,-5.0,False,2.0,38.43,58.78,0.0,0.0,,,0.02,0.0,,,
HINDMOTORS,Automobile and Auto Components,Passenger Cars & Utility Vehicles,Consumer Discretionary,1.0,-72.75,-45.44,-45.44,10.0,-32.0,,,,10.0,-588.6,-303.9,,,,,,,,,,,,38.0,True,-94.0,,,9.0,3.0,11.0,True,27.3,-113.0,False,-59.2,,32.33,0.0,0.0,0.02,-0.05,2.19,-0.28,,,
NOVARTIND,Healthcare,Pharmaceuticals,Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68,0.0,0.0,0.19,0.0,0.63,0.1,,,
GLOBOFFS,Services,Shipping,Services,32.75,-23.12,-22.27,-19.78,11.0,3.65,,-23.78,-20.63,11.0,-3.3,-9.3,50.55,1.0,True,-120.88,5.0,13.0,35.95,5.45,True,-0.65,-117.86,62.3,False,132.81,0.47,2.75,9.41,12.0,12.0,True,100.0,-5.07,True,-8.9,2.75,30.35,-3.51,-2.94,0.16,-0.11,0.78,0.63,,,
KESORAMIND,Construction Materials,Cement & Cement Products,Commodities,259.0,-37.17,,-25.98,9.0,5565.0,,,34.79,9.0,-1.2,1.6,-1.07,0.0,True,,2.0,13.0,-24.77,-28.4,True,0.19,-108.52,199.0,True,347.0,0.57,1603.75,37.0,9.0,10.0,False,90.0,-5.0,False,7.4,1603.75,43.34,0.0,-0.06,0.19,-4.84,4.05,-11.97,,,
ELPROINTL,Realty,"Residential, Commercial Projects",Consumer Discretionary,390.0,28.81,26.56,27.05,11.0,66.0,36.36,,,11.0,35.6,35.8,,1.0,False,,11.0,13.0,71.0,57.25,True,5.53,-545.97,1037.0,False,2024.0,0.51,3.26,219.0,9.0,12.0,True,75.0,5.0,True,8.2,3.26,75.0,0.0,0.0,8.22,-0.25,0.01,0.0,,,
ZFSTEERING,Automobile and Auto Components,Auto Components & Equipments,Consumer Discretionary,494.0,2.53,,4.36,8.0,13.0,-21.28,,-5.82,8.0,12.2,14.3,21.81,4.0,True,,11.0,13.0,16.45,12.82,True,8.64,-1009.47,109.0,False,474.0,0.23,2.74,39.0,9.0,9.0,False,100.0,6.0,False,10.2,2.74,62.79,-4.22,-4.39,,,0.01,-0.03,,,
GRAUWEIL,Chemicals,Commodity Chemicals,Commodities,1134.0,12.91,10.74,10.45,11.0,157.0,15.62,16.88,16.24,11.0,16.6,17.6,5.82,2.0,False,-25.58,13.0,13.0,13.0,14.5,True,0.71,-25.26,12.0,True,997.0,0.01,15.75,144.0,12.0,12.0,True,100.0,23.0,False,22.2,15.75,69.03,-0.01,-0.01,0.59,-0.26,0.02,-0.07,,,
HERCULES,Capital Goods,Industrial Products,Industrials,180.0,,,19.21,1.0,36.0,,,-65.05,1.0,13.5,13.5,-7.09,0.0,False,23.49,7.0,7.0,14.76,16.44,True,1.86,24.0,5.0,,948.0,0.01,3.8,28.0,2.0,2.0,,100.0,6.0,,6.0,3.8,69.61,0.0,0.0,0.0,0.0,,,,,
KENNAMET,Capital Goods,Industrial Products,Industrials,991.0,,,1.6,3.0,114.0,,,8.2,3.0,14.5,14.5,12.18,4.0,False,14.29,12.0,13.0,18.0,17.75,False,14.33,11.26,-0.0,True,646.0,,17.65,49.0,4.0,4.0,True,100.0,25.0,True,17.0,17.65,75.0,0.0,0.0,0.38,-0.55,14.19,0.48,,,
TRANSPEK,Chemicals,Commodity Chemicals,Commodities,650.0,2.81,8.41,8.35,11.0,49.0,-7.66,8.34,17.91,11.0,15.8,16.7,-7.06,0.0,False,0.0,13.0,13.0,16.0,17.0,False,19.42,1.84,41.0,True,768.0,0.05,6.38,135.0,12.0,12.0,True,100.0,10.0,False,12.8,6.38,57.47,0.0,0.0,0.03,0.0,1.64,-0.22,,,
TANFACIND,Chemicals,Commodity Chemicals,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.82,0.0,0.0,0.03,-0.11,0.33,-0.09,,,
JAGAJITIND,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,492.0,17.36,-5.11,-5.68,11.0,-23.0,,,,11.0,0.2,-8.0,-80.67,0.0,False,,7.0,13.0,-74.0,-27.0,False,13.77,-1580.65,409.0,False,16.0,25.56,-143.75,-5.0,11.0,12.0,False,91.7,1.0,False,9.4,-143.75,87.34,0.0,-0.68,0.0,0.0,0.02,0.01,,,
HAWKINCOOK,Consumer Durables,Houseware,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.03,0.0,0.0,2.77,-0.09,15.84,0.77,,,
PANCARBON,Capital Goods,Electrodes & Refractories,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.27,0.0,0.0,,,,,,,
SIMPLEXCAS,Capital Goods,Other Industrial Products,Industrials,86.63,,,-20.56,2.0,1.06,,,,2.0,-14.4,-14.4,-5.46,0.0,False,,5.0,11.0,18.15,20.34,False,0.13,-102.96,63.69,True,45.620000000000005,1.4,2.32,-0.34,0.0,3.0,True,0.0,7.79,,-6.9,2.32,53.11,0.75,-3.42,,,0.07,0.07,,,
KSE,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46,-0.78,-2.07,0.08,0.0,,,,,
SICALLOG,Services,Logistics Solution Provider,Services,222.0,-26.08,-12.32,-11.41,11.0,-26.0,,,,11.0,2.4,5.9,86.0,4.0,True,,4.0,13.0,19.0,18.5,True,2.3,-1145.45,607.0,False,2.0,303.5,-1300.0,20.0,12.0,12.0,True,100.0,-1.0,True,-4.8,-1300.0,73.5,-16.5,-20.29,3.09,3.09,0.07,0.05,,,
BATLIBOI,Capital Goods,Industrial Products,Industrials,413.0,16.19,4.46,4.05,11.0,13.0,,,,11.0,4.6,1.6,30.12,2.0,True,,10.0,13.0,5.69,4.25,False,-0.52,246.67,91.0,True,226.0,0.4,5.75,2.0,8.0,12.0,True,66.7,8.0,False,6.6,5.75,72.77,10.08,-1.28,0.0,-0.33,0.0,0.0,,,
KOVAI,Healthcare,Hospital,Healthcare,592.0,14.79,21.0,21.0,10.0,58.0,23.73,30.66,30.66,10.0,22.4,21.4,,,,,,,,,,,,202.0,False,289.0,0.7,20.07,87.0,10.0,10.0,True,100.0,24.0,False,25.6,20.07,56.53,-0.02,0.09,1.31,0.76,4.73,0.3,,,
WATERBASE,Fast Moving Consumer Goods,Seafood,Fast Moving Consumer Goods,273.0,-3.01,,-3.01,5.0,-18.0,,,,5.0,0.4,2.0,52.06,4.0,True,,1.0,13.0,-1.17,-4.06,True,-0.63,-32.98,50.0,False,146.0,0.34,-12.33,-13.0,4.0,6.0,True,66.7,-11.0,False,-2.2,-12.33,69.05,0.0,0.0,0.0,0.0,0.0,0.0,,,
VHLTD,Consumer Services,Hotels & Resorts,Consumer Discretionary,137.0,2.35,2.22,2.45,11.0,78.0,,,,11.0,-15.8,-3.6,21.88,1.0,True,-81.67,9.0,13.0,31.0,28.25,True,1.62,-70.81,52.0,True,245.0,0.21,31.84,32.0,7.0,12.0,True,58.3,9.0,True,-5.0,31.84,84.11,0.0,-10.89,,,0.14,-1.34,,,
WANBURY,Healthcare,Pharmaceuticals,Healthcare,600.0,10.33,9.15,-0.88,11.0,31.0,-13.5,26.31,,11.0,8.6,4.7,24.43,2.0,True,1200.0,10.0,13.0,15.0,13.5,True,4.1,1181.25,179.0,False,59.0,3.03,52.54,26.0,12.0,12.0,True,100.0,37.0,True,38.4,52.54,43.08,3.32,3.29,0.72,-0.12,,,,,
ANDREWYU,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,311.0,0.79,-1.78,-1.85,11.0,-3.0,,,,11.0,-10.6,-6.5,9.76,1.0,True,,3.0,13.0,-18.36,-29.24,True,-0.18,-37.93,120.0,False,362.0,0.33,-0.83,-11.0,7.0,12.0,False,58.3,-7.0,False,-0.6,-0.83,89.25,0.0,0.0,0.0,0.0,2.2,0.0,,,
WIMPLAST,Consumer Durables,Plastic Products - Consumer,Consumer Discretionary,367.0,2.65,,0.52,8.0,57.0,4.84,,1.91,8.0,17.8,19.3,-10.75,0.0,False,-7.14,13.0,13.0,15.0,16.5,False,10.66,-5.41,0.0,False,553.0,,10.31,57.0,9.0,9.0,False,100.0,15.0,True,13.4,10.31,55.99,0.0,0.0,,,3.81,0.0,,,
SHAWGELTIN,Chemicals,Specialty Chemicals,Commodities,189.0,,,,,18.0,,,,,13.0,13.0,18.14,1.0,False,90.05,5.0,5.0,18.81,17.13,True,13.89,90.01,12.0,,126.0,0.1,14.29,17.0,1.0,1.0,,100.0,,,,14.29,75.0,0.0,-2.65,,,0.01,0.0,,,
FAZE3Q,Textiles,Other Textile Products,Consumer Discretionary,690.0,17.97,19.62,19.62,10.0,41.0,17.9,26.2,26.2,10.0,15.8,10.0,27.35,4.0,False,-27.85,12.0,13.0,8.19,8.51,False,2.63,-27.95,234.0,False,426.0,0.55,9.62,12.0,8.0,11.0,False,72.7,12.0,False,16.2,9.62,57.95,0.0,1.79,0.0,0.0,0.78,0.52,,,
ARIHANT,Realty,"Residential, Commercial Projects",Consumer Discretionary,206.0,34.39,7.6,3.78,11.0,43.0,,,,11.0,11.6,2.2,96.15,4.0,True,81.82,13.0,13.0,27.0,26.25,True,20.01,78.5,301.0,False,344.0,0.88,12.5,-86.0,4.0,12.0,False,33.3,20.0,True,8.8,12.5,37.29,0.0,-5.58,,,1.84,0.14,,,
RAJESHEXPO,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,423099.0,16.68,23.69,27.51,11.0,95.0,-39.84,-17.56,-11.34,11.0,0.0,0.5,143.3,4.0,False,97.22,11.0,13.0,0.0,0.0,False,2.42,101.67,879.0,False,16583.0,0.05,0.57,7738.0,8.0,12.0,True,66.7,1.0,False,6.6,0.57,54.55,0.0,0.5,15.26,0.45,10.96,-0.13,,,
GVPIL,Capital Goods,Heavy Electrical Equipment,Industrials,1047.0,-15.61,-6.83,-7.95,11.0,203.0,19.02,1.38,-1.17,11.0,-7.2,-1.7,21.77,4.0,False,,6.0,13.0,32.0,7.25,True,10.76,-489.86,20.0,True,386.0,0.05,52.59,320.0,9.0,12.0,True,75.0,6.0,True,-5.2,52.59,68.58,0.0,0.0,0.15,-0.7,0.43,-2.37,,,
IZMO,Information Technology,IT Enabled Services,Information Technology,225.0,17.37,21.16,20.47,11.0,49.0,34.82,,42.45,11.0,20.2,21.3,0.0,0.0,False,100.0,13.0,13.0,24.0,20.5,True,7.82,92.14,7.0,True,380.0,0.02,12.89,4.0,12.0,12.0,False,100.0,8.0,False,9.0,12.89,34.81,-0.19,6.3,3.26,-1.09,0.51,0.51,,,
BCG,Information Technology,IT Enabled Services,Information Technology,5147.0,13.84,10.19,10.82,11.0,710.0,10.04,7.58,11.19,11.0,28.4,28.9,33.33,4.0,True,27.46,12.0,13.0,24.0,25.5,False,1.54,27.27,0.0,False,9436.0,,7.52,175.0,12.0,12.0,False,100.0,12.0,False,21.4,7.52,18.38,0.0,0.0,1.67,-6.34,0.0,0.0,,,
BFUTILITIE,Services,"Road AssetsToll, Annuity, Hybrid-Annuity",Services,837.0,9.36,4.9,12.11,11.0,338.0,65.77,10.82,,11.0,64.8,67.2,19.29,1.0,True,30.38,13.0,13.0,76.0,75.25,False,11.05,12.64,932.0,True,202.0,4.61,167.33,540.0,12.0,12.0,True,100.0,30.0,True,22.2,167.33,56.73,0.0,-0.01,1.57,0.03,0.1,0.01,,,
RAJPALAYAM,Textiles,Other Textile Products,Consumer Discretionary,898.0,20.19,9.36,9.38,11.0,17.0,-28.66,-2.98,,11.0,12.4,13.3,6.11,2.0,True,76.47,10.0,13.0,11.0,12.25,True,64.56,73.55,1163.0,False,2342.0,0.5,0.73,116.0,11.0,12.0,True,91.7,0.0,False,1.4,0.73,56.28,0.0,0.85,0.07,0.0,0.02,0.0,,,
SALSTEEL,Metals & Mining,Sponge Iron,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.98,20.42,20.42,0.0,0.0,,,,,
ZEEMEDIA,"Media, Entertainment & Publication",TV Broadcasting & Software Production,Consumer Discretionary,622.0,-0.32,1.35,5.79,11.0,-119.0,,,,11.0,12.6,17.0,50.94,3.0,True,,1.0,13.0,33.0,12.25,True,0.84,-333.33,107.0,True,197.0,0.54,-60.41,64.0,11.0,12.0,False,91.7,-27.0,False,-0.6,-60.41,9.48,7.86,9.41,15.0,2.94,4.19,-0.05,,,
EMBDL,Realty,"Residential, Commercial Projects",Consumer Discretionary,2180.0,-7.79,-1.9,2.09,11.0,194.0,9.9,-3.29,-0.41,11.0,-7.0,14.1,-34.77,0.0,False,,2.0,13.0,-72.0,-21.0,False,-1.68,409.09,4714.0,True,10258.0,0.46,1.89,1461.0,5.0,12.0,True,41.7,3.0,True,0.8,1.89,42.65,42.65,42.65,25.3,-4.48,3.38,-2.0,,,
TAKE,Healthcare,"Healthcare Research, Analytics & Technology",Healthcare,0.0,,,,11.0,37.47,,-7.3,-4.44,11.0,-115.9,-48.1,,0.0,False,-97.67,3.0,13.0,-2900.0,-733.45,False,0.08,-97.52,0.0,True,25.63,,146.2,-16.37,11.0,12.0,False,91.7,11.24,True,-8.1,146.2,0.0,-53.41,-53.41,0.56,0.56,0.0,0.0,,,
VTMLTD,Textiles,Other Textile Products,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.99,0.0,-0.01,,,1.31,1.31,,,
BGRENERGY,Construction,Civil Construction,Industrials,452.0,-30.01,-18.19,-16.54,11.0,-973.0,,,,11.0,-39.0,-14.4,18.18,1.0,True,,1.0,13.0,-241.0,-165.0,False,-26.72,-42.62,3998.0,False,-1935.0,,,-1857.0,9.0,12.0,False,75.0,-25.0,False,-10.6,,51.01,0.0,-23.99,0.05,0.05,0.0,-0.26,,,
SWANDEF,Capital Goods,Ship Building & Allied Services,Industrials,7.0,-37.77,-38.55,-41.47,11.0,-181.0,,,,11.0,-721.4,-373.4,500.0,2.0,False,,0.0,13.0,-341.0,-2020.25,False,-6.28,-38.01,2615.0,False,245.0,10.67,-73.88,-97.0,5.0,12.0,False,41.7,-6.0,True,-15.0,-73.88,94.91,0.0,0.0,0.01,-0.02,0.38,-0.02,,,
TRUEGREEN,Textiles,Other Textile Products,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.27,-8.07,-13.25,25.72,7.85,,,,,
SCHNEIDER,Capital Goods,Heavy Electrical Equipment,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,0.0,0.0,3.02,0.04,3.28,0.11,,,
CPSEETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNBDENIMS,Textiles,Other Textile Products,Consumer Discretionary,367.0,7.39,,7.04,6.0,27.0,46.51,,32.45,6.0,13.4,12.0,18.65,3.0,False,-17.92,13.0,13.0,9.73,10.9,False,0.92,-17.86,87.0,False,195.0,0.45,13.85,23.0,7.0,7.0,False,100.0,16.0,False,19.4,13.85,57.38,0.0,-16.41,0.63,0.63,,,,,
VISHAL,Textiles,Garments & Apparels,Consumer Discretionary,1520.0,,,,,29.0,,,,,8.0,8.0,4.96,3.0,False,-17.31,7.0,7.0,6.84,7.0,False,0.32,-34.69,250.0,,609.0,0.41,4.76,108.0,1.0,1.0,,100.0,,,,4.76,55.05,-13.95,-13.95,24.52,21.08,0.0,0.0,,,
MANAKALUCO,Metals & Mining,Aluminium,Commodities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.87,2.01,2.01,0.0,0.0,,,,,
BESTAGRO,Chemicals,Pesticides & Agrochemicals,Commodities,1814.0,64.41,,55.77,6.0,70.0,,,,6.0,12.2,8.6,-25.91,0.0,True,,7.0,13.0,2.0,7.75,False,-0.36,-47.06,436.0,True,810.0,0.54,8.64,228.0,3.0,7.0,True,42.9,13.0,False,20.8,8.64,50.44,0.0,0.34,5.64,-0.16,2.11,-0.63,,,
ZEAL,Services,Logistics Solution Provider,Services,368.0,37.09,,37.09,5.0,15.0,71.88,,71.88,5.0,7.8,6.8,,,,,,,,,,,,25.0,False,85.0,0.29,17.65,14.0,4.0,6.0,True,66.7,24.0,False,41.2,17.65,73.4,0.0,0.0,0.0,0.0,2.19,2.19,,,
JITFINFRA,Utilities,Water Supply & Management,Utilities,2265.0,21.83,,19.88,9.0,145.0,,,,9.0,14.4,7.8,54.51,4.0,True,375.0,8.0,13.0,19.0,20.25,True,-0.49,-84.19,3885.0,False,-540.0,,,185.0,7.0,9.0,False,77.8,12.0,True,8.8,,63.03,0.0,0.0,1.95,-0.03,0.04,0.0,,,
SCPL,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.59,0.0,0.0,0.0,-0.02,0.0,-0.62,,,
HARDWYN,Consumer Durables,"Furniture, Home Furnishing",Consumer Discretionary,184.0,,,5.92,2.0,11.0,,,10.55,2.0,9.7,9.7,5.8,1.0,True,-55.14,11.0,11.0,6.15,9.83,False,0.04,-50.0,6.0,True,401.0,0.01,2.74,2.0,2.0,3.0,True,66.7,4.0,,4.0,2.74,43.77,0.0,0.0,0.63,0.56,,,,,
AXITA,Textiles,Other Textile Products,Consumer Discretionary,653.0,,,,,1.0,,,,,0.0,0.0,1.14,1.0,False,-61.22,3.0,5.0,-0.32,-0.68,False,0.03,-66.67,2.0,,63.0,0.03,1.59,45.0,1.0,1.0,,100.0,,,,1.59,41.93,0.0,-20.84,3.92,1.88,0.49,0.49,,,
NSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJML,Services,Logistics Solution Provider,Services,82.0,,,43.86,1.0,7.0,,,40.0,1.0,22.5,22.5,35.16,2.0,False,6.63,7.0,7.0,18.12,18.02,False,0.56,0.0,29.0,False,71.0,0.41,9.86,-13.0,1.0,2.0,,50.0,15.0,,15.0,9.86,55.52,-0.84,-0.84,0.0,-0.63,0.0,-0.03,,,
BONLON,Metals & Mining,Diversified Metals,Commodities,623.0,20.82,,17.4,6.0,3.0,,,,6.0,-0.8,-0.7,-7.32,0.0,False,-48.94,8.0,9.0,1.02,0.96,True,0.34,-48.48,41.0,False,83.0,0.49,3.61,36.0,4.0,7.0,True,57.1,5.0,True,-3.0,3.61,66.74,0.0,2.83,,,,,,,
GCSL,Financial Services,Other Capital Market related Services,Financial Services,262.0,204.55,,100.66,7.0,2.0,,,,7.0,35.6,13.4,-35.83,0.0,False,435.94,11.0,12.0,-0.81,6.61,True,0.71,-53.59,8.0,False,138.0,0.06,1.45,-31.0,3.0,8.0,False,37.5,3.0,False,31.8,1.45,61.64,-2.37,-7.97,1.14,1.14,0.25,0.25,,,
BRIGHT,Capital Goods,"Compressors, Pumps & Diesel Engines",Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,-0.04,,,,,,,
TVSSCS,Services,Logistics Solution Provider,Services,9996.0,8.64,,6.68,6.0,-10.0,,,,6.0,7.0,6.7,11.08,4.0,True,,8.0,13.0,8.0,7.25,True,0.24,-142.86,2221.0,False,1950.0,1.14,-0.51,672.0,7.0,7.0,False,100.0,5.0,False,4.6,-0.51,43.03,-0.01,-0.14,2.73,-0.58,2.19,-1.54,,,
KALYANI,Capital Goods,"Dealers-Commercial Vehicles, Tractors, Construction Vehicles",Industrials,229.0,-12.48,,-12.89,6.0,2.0,14.87,,12.25,6.0,2.4,2.0,20.12,1.0,True,-126.32,11.0,13.0,-0.42,2.71,False,-2.5,-126.32,23.0,False,13.0,1.77,15.38,-1.0,5.0,7.0,False,71.4,12.0,False,12.0,15.38,53.14,0.0,0.0,,,,,,,
AFIL,Financial Services,Non Banking Financial Company (NBFC),Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,-0.37,-0.37,0.4,-0.67,2.81,-0.3,,,
OILIETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METALIETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAVDEFENCE,Telecommunication,Telecom -  Equipment & Accessories,Telecommunication,17.12,30.35,-10.43,-18.85,11.0,6.41,,,,11.0,-1487.3,-753.3,-78.74,0.0,False,-127.15,7.0,13.0,-41.61,-6.15,False,-0.17,-115.45,5.97,False,88.36,0.07,7.25,0.65,6.0,12.0,True,50.0,8.43,False,5.8,7.25,24.56,9.42,9.42,2.05,-10.96,0.01,-0.01,,,
NIFTYBEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNIORBEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKBEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSUBNKBEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,Energy,14928.0,18.15,15.03,15.03,10.0,1713.0,6.52,14.35,14.35,10.0,19.8,21.6,8.22,4.0,False,20.62,13.0,13.0,12.0,12.0,False,2.81,20.6,102.0,False,11221.0,0.01,15.27,2199.0,11.0,11.0,False,100.0,21.0,False,25.4,15.27,45.0,0.0,0.0,17.0,2.68,24.17,-1.95,,,
