Symbol,Group,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,ML_Prediction,ML_Confidence
MAMATA,Industrial,74.5,0.0,True,False,0.0,87.3,-0.5,0.6,5.8,372.11,376.07,395.53,Bearish,0.0
MANAPPURAM,Financial,78.9,0.0,True,False,0.0,0.2,2.5,4.1,20.3,265.61,270.0,311.78,Reversal,78.9
MANINFRA,Industrial,87.1,0.0,True,False,0.0,83.9,3.1,5.5,1.7,93.91,96.14,92.62,Reversal,87.1
MANKIND,Healthcare,0.0,0.0,False,False,0.0,76.6,1.0,1.8,10.8,2019.76,2035.65,2216.3,Bullish,0.0
MANYAVAR,Consumer,79.2,0.0,True,False,0.0,84.1,5.6,7.7,16.5,374.96,382.6,413.85,Reversal,79.2
MAPMYINDIA,IT,82.5,0.0,True,False,0.0,74.9,6.9,12.6,33.8,979.09,1030.78,1225.02,Bullish,82.5
MARICO,Consumer,0.0,0.0,False,False,0.1,0.0,1.1,2.5,9.6,752.51,763.14,815.58,Bullish,0.0
MARINE,Industrial,79.2,0.0,True,False,0.0,86.9,-0.1,0.9,2.1,170.6,172.35,174.39,No Signal,
MARKSANS,Healthcare,0.0,0.0,False,False,0.0,88.2,1.2,2.3,16.9,172.03,173.99,198.83,Bullish,0.0
MARUTI,Industrial,75.7,0.0,True,False,0.0,84.7,0.8,2.3,6.1,12706.15,12890.17,13375.85,Bullish,75.7
MASFIN,Financial,74.3,0.0,True,False,0.0,0.2,2.5,4.1,20.3,309.97,315.1,363.85,Reversal,74.3
MASTEK,IT,80.8,0.0,True,False,0.0,78.2,3.3,4.9,9.7,1497.18,1520.39,1589.88,Reversal,80.8
MASTERTR,Financial,91.3,0.0,True,False,0.0,81.0,6.6,9.8,35.4,73.32,75.54,93.14,Reversal,91.3
MATRIMONY,Consumer,83.2,0.0,True,False,0.0,88.3,1.2,4.5,3.0,428.54,442.49,436.3,Bullish,83.2
MAXHEALTH,Healthcare,73.0,0.0,True,False,0.0,82.4,0.7,1.3,9.5,971.1,977.37,1056.47,Bullish,73.0
MAYURUNIQ,Consumer,75.5,0.0,True,False,0.0,0.1,0.3,1.1,6.8,510.67,515.06,543.97,Bullish,75.5
MAZDOCK,Industrial,0.0,0.0,False,False,0.0,86.1,0.7,1.2,4.2,2341.5,2351.63,2420.91,Bullish,0.0
MCLOUD,IT,88.1,0.0,True,False,0.0,85.2,15.4,30.6,245.0,25.1,28.41,75.04,Reversal,88.1
MEDANTA,Healthcare,78.3,0.0,True,False,0.0,82.1,1.4,2.1,8.5,1020.24,1026.77,1090.88,Bullish,78.3
MEDIASSIST,Financial,89.7,0.0,True,False,0.0,83.6,2.8,4.1,20.3,334.14,338.63,391.03,Reversal,89.7
MEDPLUS,Consumer,0.0,0.0,False,False,0.1,0.0,0.9,2.8,11.9,827.64,843.5,918.36,Bullish,0.0
MENONBE,Industrial,0.0,0.0,False,False,59.5,0.0,1.6,3.9,18.3,120.02,122.77,139.67,Bullish,0.0
METROBRAND,Consumer,77.4,0.0,True,False,0.0,88.6,-0.5,0.1,3.5,926.42,931.84,963.5,Bearish,0.0
METROPOLIS,Healthcare,82.9,0.0,True,False,0.0,86.8,1.6,2.4,14.4,448.16,451.69,504.82,Reversal,82.9
MFSL,Financial,64.9,0.0,True,False,0.0,0.0,2.6,4.6,20.3,1681.15,1714.28,1971.46,Reversal,64.9
MGL,Industrial,76.5,0.0,True,False,0.0,86.1,-0.2,1.9,5.3,965.07,985.58,1018.56,Bearish,0.0
MIDHANI,Industrial,79.6,0.0,True,False,0.0,0.1,0.8,2.5,13.1,317.97,323.09,356.69,Bullish,79.6
MINDACORP,Industrial,73.4,0.0,True,False,0.0,83.5,-0.1,1.4,3.1,502.07,509.36,517.89,No Signal,
MINDTECK,IT,81.7,0.0,True,False,0.0,87.7,-0.9,-0.7,-5.3,168.41,168.87,160.99,No Signal,
MMFL,Industrial,83.0,0.0,True,False,76.1,0.0,2.2,4.6,18.2,437.86,447.83,506.05,Reversal,83.0
MMP,Industrial,77.3,0.0,True,False,0.0,86.3,-0.0,1.8,8.1,217.57,221.48,235.4,Bullish,77.3
MODISONLTD,Industrial,79.9,0.0,True,False,0.0,86.6,1.6,3.1,12.2,127.94,129.85,141.34,Reversal,79.9
MOIL,Industrial,0.0,0.0,False,False,0.0,87.0,0.4,2.1,7.6,292.82,297.86,313.67,Bullish Continual,0.0
MOLDTKPAC,Industrial,76.9,0.0,True,False,0.0,87.4,-0.1,1.2,7.1,511.72,518.41,548.41,Bearish,0.0
MONARCH,Financial,80.5,0.0,True,False,0.0,83.4,2.5,4.1,20.3,274.57,279.11,322.3,Bullish Continual,0.0
MOREPENLAB,Healthcare,0.1,0.0,False,False,0.0,71.7,2.8,4.9,30.7,38.01,38.8,48.35,Reversal,0.1
MOTILALOFS,Financial,84.1,0.0,True,False,0.0,87.9,2.5,4.1,20.3,678.85,690.08,796.86,Reversal,84.1
MPSLTD,Consumer,85.7,0.0,True,False,0.0,89.4,1.3,2.9,-3.4,1525.75,1549.84,1455.37,Bullish Continual,0.0
MRF,Industrial,74.4,0.0,True,False,0.0,83.5,-0.1,0.9,6.8,127345.43,128661.89,136149.94,No Signal,
MSTCLTD,Industrial,75.8,0.0,True,False,0.0,86.6,-0.1,1.0,4.3,415.03,419.99,433.47,Bearish,0.0
MTARTECH,Industrial,0.0,0.0,False,False,78.5,0.0,4.2,4.8,23.3,3672.82,3696.16,4347.32,Bullish Continual,78.5
MUFTI,Consumer,84.1,0.0,True,False,0.0,90.0,1.1,3.7,6.0,75.43,77.35,79.11,Reversal,84.1
MUTHOOTFIN,Financial,0.0,0.0,False,False,0.0,0.0,2.6,4.6,20.3,3400.56,3467.57,3987.78,Bullish Continual,0.0
NAM-INDIA,Financial,77.1,0.0,True,False,0.0,0.0,2.6,4.6,20.3,860.32,877.27,1008.88,Bullish,77.1
NATCOPHARM,Healthcare,0.0,68.5,False,True,0.1,0.0,2.7,4.0,14.5,984.75,997.19,1098.64,Bullish Continual,0.1
NATIONALUM,Industrial,0.0,76.7,False,True,80.7,0.0,4.7,7.0,22.0,385.71,394.24,449.75,Bullish,0.0
NAVA,Industrial,0.0,0.0,False,False,0.0,0.0,0.8,2.7,12.2,557.74,568.49,620.8,Bullish,0.0
NAVINFLUOR,Chemicals,0.1,0.0,False,False,0.1,0.0,1.9,3.5,15.4,6240.87,6338.46,7067.65,Bullish,0.1
NBCC,Industrial,86.3,0.0,True,False,0.0,83.4,3.3,4.3,5.6,86.71,87.52,88.63,Reversal,86.3
NCC,Industrial,74.6,0.0,True,False,0.0,88.4,-0.2,1.5,6.8,140.25,142.75,150.14,No Signal,
NDRAUTO,Industrial,79.1,0.0,True,False,0.0,87.6,-0.2,1.2,5.2,680.51,689.79,716.91,No Signal,
NESCO,Industrial,74.7,0.0,True,False,0.0,87.2,-0.2,0.5,6.1,1053.26,1060.68,1119.37,No Signal,
NESTLEIND,Consumer,61.4,0.0,True,False,0.0,0.0,0.5,1.8,5.7,1199.93,1215.26,1262.14,Reversal,61.4
NEULANDLAB,Healthcare,76.5,0.0,True,False,0.0,84.7,1.1,1.2,9.3,12129.36,12142.93,13113.75,Reversal,76.5
NEWGEN,IT,61.2,0.0,True,False,0.0,80.3,10.5,14.3,68.1,487.01,503.64,740.79,Reversal,61.2
NH,Healthcare,74.0,0.0,True,False,0.0,13.9,0.5,1.3,2.4,1659.84,1673.26,1691.57,Bullish,74.0
NHPC,Industrial,0.0,0.0,False,False,0.0,0.1,0.7,0.9,5.2,77.36,77.52,80.83,Bullish Continual,0.0
NIITMTS,Consumer,79.0,0.0,True,False,0.0,88.6,1.3,3.8,5.5,302.9,310.45,315.33,Reversal,79.0
NILAINFRA,Industrial,87.1,0.0,True,False,0.0,83.6,4.4,6.7,16.5,7.39,7.55,8.25,Bullish,87.1
NINSYS,IT,78.8,0.0,True,False,0.0,79.0,1.7,0.7,8.9,295.22,292.19,315.92,Reversal,78.8
NLCINDIA,Industrial,0.0,0.0,False,False,75.3,0.0,1.6,2.8,12.5,270.72,273.74,299.73,Bullish Continual,75.3
NMDC,Industrial,0.0,0.0,False,False,0.0,0.0,1.5,3.7,17.6,81.0,82.7,93.78,Bullish Continual,0.0
NOVAAGRI,Chemicals,91.0,0.0,True,False,0.0,83.7,9.2,13.6,43.0,24.82,25.8,32.48,Bullish,91.0
NRBBEARING,Industrial,77.7,0.0,True,False,0.0,87.3,0.2,1.7,9.0,242.99,246.7,264.41,Reversal,77.7
NTPC,Industrial,0.0,0.0,False,False,73.7,0.0,0.9,2.2,12.3,384.45,389.17,427.68,Bullish Continual,73.7
NUCLEUS,IT,0.0,0.0,False,False,0.0,86.1,-1.5,-0.7,2.5,799.74,806.05,831.76,Bearish Continual,86.1
NUVAMA,Financial,76.8,0.0,True,False,0.0,88.2,2.5,4.1,20.3,1178.92,1198.42,1383.86,Reversal,76.8
OFSS,IT,0.0,0.0,False,False,0.0,80.5,1.8,1.8,10.1,6711.22,6715.06,7261.27,Bullish,0.0
OIL,Industrial,0.0,0.0,False,False,77.8,0.0,2.4,4.4,18.4,486.48,495.85,562.44,Bullish Continual,77.8
ONGC,Industrial,0.0,0.0,False,False,76.6,0.0,1.3,2.7,14.5,268.94,272.65,304.02,Bullish Continual,76.6
ONWARDTEC,IT,81.9,0.0,True,False,0.0,84.8,0.2,3.3,4.5,236.02,243.29,246.09,Reversal,81.9
OPTIEMUS,Industrial,87.4,0.0,True,False,0.0,81.9,4.9,8.8,4.1,352.13,365.13,349.47,Reversal,87.4
ORBTEXP,Industrial,82.2,0.0,True,False,0.0,86.9,0.5,1.9,6.3,148.87,151.09,157.54,Reversal,82.2
ORICONENT,Industrial,0.0,0.0,False,False,81.8,0.0,4.9,8.2,30.9,70.78,73.04,88.36,Bullish Continual,81.8
ORIENTPPR,Industrial,87.5,0.0,True,False,0.0,82.5,4.7,8.0,13.8,16.59,17.12,18.04,Reversal,87.5
PANAMAPET,Industrial,75.4,0.0,True,False,0.0,87.7,-0.1,1.5,7.0,262.61,266.82,281.32,No Signal,
PARACABLES,Industrial,0.0,0.0,False,False,0.0,0.1,1.4,2.1,7.5,35.17,35.43,37.31,Bullish,0.0
PARAGMILK,Consumer,0.0,0.0,False,False,0.0,87.3,5.7,3.6,9.4,209.78,205.68,217.09,Bullish,0.0
PARAS,Industrial,0.0,0.0,False,False,0.0,87.9,0.4,1.4,20.3,628.8,635.51,753.84,Reversal,0.0
PASHUPATI,Industrial,0.0,55.2,False,False,76.9,0.0,2.1,3.5,19.2,1002.39,1016.59,1170.19,Bullish Continual,76.9
PCBL,Chemicals,79.9,0.0,True,False,0.0,88.3,-0.7,3.0,18.1,245.37,254.41,291.64,Bearish,0.0
PDSL,Industrial,86.8,0.0,True,False,0.0,82.1,3.5,4.9,2.3,270.0,273.42,266.81,Reversal,86.8
PENIND,Industrial,88.3,0.0,True,False,0.0,83.0,3.9,5.2,7.4,146.62,148.43,151.62,Bullish,88.3
PERSISTENT,IT,72.8,0.0,True,False,0.0,65.3,1.7,1.4,5.0,4818.31,4805.7,4974.37,Reversal,72.8
PETRONET,Industrial,74.2,0.0,True,False,0.0,0.2,0.9,3.8,6.6,259.15,266.62,273.98,Bullish,74.2
PFC,Financial,0.0,0.0,False,False,73.5,0.0,2.5,4.1,20.3,421.85,428.82,495.18,Bullish Continual,73.5
PFIZER,Healthcare,0.0,0.0,False,False,0.0,89.6,-0.4,1.0,5.8,4750.79,4817.92,5043.03,No Signal,
PFS,Financial,87.0,0.0,True,False,0.0,86.9,2.5,4.1,20.3,27.88,28.34,32.72,Reversal,87.0
PGIL,Industrial,0.0,0.0,False,False,0.0,0.0,1.5,3.6,15.3,1505.09,1536.53,1709.75,Reversal,0.0
PHOENIXLTD,Industrial,73.6,0.0,True,False,0.0,0.1,-0.4,0.9,3.6,1533.32,1552.31,1593.8,Bearish,0.0
PIDILITIND,Chemicals,63.8,0.0,True,False,0.0,83.8,-0.2,2.0,9.2,1346.38,1376.06,1472.77,No Signal,
PIIND,Chemicals,0.0,0.0,False,False,0.0,86.5,-0.8,0.0,7.9,2896.35,2921.38,3151.99,No Signal,
PITTIENG,Industrial,75.1,0.0,True,False,0.0,88.4,-0.6,0.6,7.8,760.55,769.75,824.73,Bearish,0.0
PIXTRANS,Industrial,0.0,0.0,False,False,0.0,0.0,0.1,1.0,9.8,1463.5,1476.46,1604.78,Bullish,0.0
PLATIND,Chemicals,76.8,0.0,True,False,0.0,88.2,0.0,2.9,27.1,202.57,208.36,257.48,Reversal,76.8
PNB,Financial,77.4,0.0,True,False,0.0,0.2,2.5,4.1,20.3,114.29,116.18,134.15,Bullish,77.4
PNBHOUSING,Financial,79.1,0.0,True,False,0.0,85.7,2.5,4.1,20.3,809.99,823.38,950.79,Bullish,79.1
PNCINFRA,Industrial,83.2,0.0,True,False,0.0,82.7,3.0,3.6,12.8,193.4,194.58,211.83,Reversal,83.2
PNGJL,Consumer,0.0,0.0,False,False,0.0,87.3,1.5,1.7,10.1,579.5,580.69,628.73,Bullish,0.0
POKARNA,Consumer,74.8,0.0,True,False,0.0,0.1,0.0,1.9,8.1,826.38,841.65,892.59,Reversal,74.8
POLYCAB,Industrial,74.0,0.0,True,False,0.0,0.1,1.2,2.5,26.8,7234.92,7329.5,9065.4,Reversal,74.0
POLYMED,Healthcare,0.1,0.0,False,False,0.0,87.1,3.2,2.5,5.9,1282.66,1273.89,1315.95,Reversal,0.1
POWERGRID,Industrial,0.0,0.0,False,False,74.0,0.0,1.9,2.9,24.7,304.18,307.36,372.45,Bullish Continual,74.0
POWERMECH,Industrial,77.1,0.0,True,False,0.0,85.8,0.9,1.9,9.1,2008.31,2026.9,2170.69,Reversal,77.1
PRAJIND,Industrial,0.0,0.0,False,False,0.0,87.0,1.9,2.5,21.5,320.94,323.02,382.69,Bullish Continual,0.0
PRAKASH,Industrial,78.1,0.0,True,False,0.0,88.5,-0.1,0.9,5.5,121.03,122.25,127.86,Bearish,0.0
PRECWIRE,Industrial,0.0,0.0,False,False,78.8,0.0,4.1,6.8,23.7,314.71,322.72,373.95,Bullish Continual,78.8
PREMEXPLN,Chemicals,79.1,0.0,True,False,0.0,88.3,0.7,2.3,11.7,440.9,448.2,489.24,Reversal,79.1
PREMIERENE,Industrial,0.0,80.4,False,True,0.0,0.1,0.7,0.3,6.8,869.32,865.99,921.85,Bullish,0.0
PRICOLLTD,Industrial,77.6,0.0,True,False,0.0,0.1,0.4,2.1,13.7,535.65,544.62,606.57,Bullish,77.6
PRUDENT,Financial,73.2,0.0,True,False,0.0,86.6,2.5,4.1,20.3,2297.18,2335.18,2696.52,Reversal,73.2
PUNJABCHEM,Chemicals,0.0,0.0,False,False,0.0,86.7,0.3,1.3,11.3,1023.23,1033.74,1135.37,Bullish,0.0
QPOWER,Industrial,0.0,0.0,False,False,78.8,0.0,3.7,4.7,15.7,865.14,873.45,965.35,Bullish Continual,78.8
RADIANTCMS,Industrial,0.0,0.0,False,False,0.0,82.7,4.4,4.9,6.8,37.28,37.45,38.12,Reversal,0.0
RADICO,Consumer,0.0,0.0,False,False,0.0,85.4,0.4,2.2,23.8,2661.47,2709.67,3280.89,Bullish,0.0
RAILTEL,Industrial,82.3,0.0,True,False,0.0,87.6,0.9,1.8,3.4,275.15,277.64,281.97,Reversal,82.3
RAINBOW,Healthcare,79.4,0.0,True,False,0.0,83.9,1.2,2.2,6.3,1123.85,1134.96,1180.3,Bullish,79.4
RAJRATAN,Industrial,80.0,0.0,True,False,0.0,87.8,1.1,4.8,13.9,377.17,390.76,424.86,Reversal,80.0
RALLIS,Chemicals,75.2,0.0,True,False,0.0,89.6,-0.4,1.0,1.3,237.96,241.17,241.89,No Signal,
RAMKY,Industrial,0.0,0.0,False,False,0.0,88.3,-0.4,-0.3,10.5,460.35,460.71,510.65,No Signal,
RAMRAT,Industrial,0.0,0.0,False,False,0.0,0.0,0.3,1.6,9.4,307.1,311.14,334.82,Bullish,0.0
RANEHOLDIN,Financial,80.2,0.0,True,False,0.0,87.8,2.5,4.1,20.3,1098.29,1116.45,1289.21,Reversal,80.2
RATEGAIN,IT,82.2,0.0,True,False,0.0,79.1,1.9,1.8,7.1,492.13,491.85,517.32,Bullish,82.2
RATNAMANI,Industrial,78.6,0.0,True,False,0.0,0.0,-0.4,0.1,12.6,2294.95,2306.31,2594.06,Bearish,0.0
RAYMOND,Industrial,73.9,0.0,True,False,0.0,90.7,5.4,24.4,64.2,394.44,465.6,614.7,Bullish,73.9
RECLTD,Financial,78.8,0.0,True,False,0.0,0.2,2.5,4.1,20.3,338.19,343.79,396.99,Bullish,78.8
REDTAPE,Consumer,55.2,0.0,False,False,0.0,0.2,0.8,2.1,10.7,119.82,121.4,131.57,Reversal,55.2
REFEX,Chemicals,84.4,0.0,True,False,0.0,84.8,4.2,10.7,27.8,210.81,224.02,258.76,Reversal,84.4
RELIABLE,Financial,80.3,0.0,True,False,0.0,0.2,2.6,4.6,20.3,124.02,126.46,145.43,Bullish,80.3
RELIANCE,Industrial,0.0,0.0,False,False,0.0,85.6,1.3,1.8,11.2,1431.74,1439.41,1572.03,Bullish,0.0
REMSONSIND,Industrial,86.5,0.0,True,False,0.0,83.8,2.1,4.6,3.8,87.84,89.95,89.25,Bullish,86.5
REPCOHOME,Financial,76.2,0.0,True,False,0.0,87.7,2.5,4.1,20.3,360.43,366.39,423.08,Reversal,76.2
RESPONIND,Consumer,87.0,0.0,True,False,0.0,87.3,1.5,3.3,18.6,154.21,156.97,180.31,Reversal,87.0
RITES,Industrial,77.6,0.0,True,False,0.0,88.3,-0.1,0.3,2.7,190.8,191.51,196.14,Bearish,0.0
RKFORGE,Industrial,76.0,0.0,True,False,0.0,0.0,-0.4,0.4,4.5,497.62,501.62,522.37,No Signal,
ROSSARI,Chemicals,82.0,0.0,True,False,0.0,80.5,4.7,7.6,41.2,431.77,443.77,582.23,Bullish,82.0
ROTO,Industrial,77.0,0.0,True,False,0.0,87.0,1.4,2.0,13.5,57.52,57.82,64.33,Bullish,77.0
ROUTE,Industrial,86.3,0.0,True,False,0.0,84.0,5.3,8.4,29.6,492.0,506.71,605.75,Reversal,86.3
RPEL,Industrial,86.7,0.0,True,False,0.0,81.8,5.9,7.8,17.5,690.7,703.15,766.35,Reversal,86.7
RRKABEL,Industrial,0.0,0.0,False,False,0.0,0.0,1.4,3.5,15.4,1404.81,1433.77,1597.62,Bullish,0.0
RSYSTEMS,IT,66.5,0.0,True,False,0.0,69.8,1.1,-0.4,6.0,267.67,263.68,280.67,Bullish,66.5
RVNL,Industrial,81.3,0.0,True,False,0.0,87.7,0.3,1.6,4.4,265.09,268.42,275.88,Reversal,81.3
RVTH,Industrial,83.1,0.0,True,False,0.0,88.4,2.2,5.0,36.0,563.33,578.35,749.46,Bullish,83.1
SAFARI,Consumer,84.3,0.0,True,False,0.0,83.7,2.7,3.8,4.2,1563.43,1579.97,1586.47,Reversal,84.3
SAILIFE,Healthcare,0.0,67.2,False,True,79.1,0.0,12.9,23.3,27.0,1127.7,1231.42,1268.4,Bullish Continual,79.1
SAKSOFT,IT,89.8,0.0,True,False,0.0,76.8,9.0,8.9,15.4,130.48,130.34,138.14,Reversal,89.8
SANATHAN,Industrial,77.4,0.0,True,False,0.0,87.6,0.0,0.4,6.5,374.11,375.6,398.24,Reversal,77.4
SANDHAR,Industrial,0.0,0.0,False,False,0.0,0.1,0.6,2.5,12.5,480.41,489.21,537.26,Reversal,0.0
SANDUMA,Industrial,83.2,0.0,True,False,0.0,0.1,1.6,4.7,19.5,188.22,193.89,221.35,Bullish,83.2
SANGHVIMOV,Industrial,87.2,0.0,True,False,0.0,80.9,5.9,7.2,7.4,255.18,258.36,258.91,Reversal,87.2
SANOFI,Healthcare,38.3,0.0,False,False,0.0,85.2,1.3,2.8,6.4,3425.78,3475.02,3595.81,Reversal,38.3
SANSERA,Industrial,0.0,0.0,False,False,79.0,0.0,4.0,5.6,24.4,2264.72,2298.03,2707.55,Bullish Continual,79.0
SANSTAR,Consumer,78.7,0.0,True,False,0.0,87.5,1.7,5.9,30.7,83.52,86.94,107.29,Reversal,78.7
SARDAEN,Industrial,0.0,0.0,False,False,0.0,0.0,0.4,1.9,15.9,511.3,519.17,590.3,Bullish,0.0
SAREGAMA,Industrial,0.0,0.0,False,False,0.0,0.1,0.7,1.4,11.0,347.82,349.98,383.17,Bullish Continual,0.0
SARLAPOLY,Industrial,0.0,0.0,False,False,0.0,88.2,1.0,1.6,8.0,83.83,84.34,89.67,Bullish,0.0
SATIN,Financial,72.5,0.0,True,False,0.0,0.2,2.5,4.1,20.3,149.12,151.59,175.04,Bullish,72.5
SBCL,Industrial,78.1,0.0,True,False,0.0,88.0,-0.0,1.1,4.9,404.98,409.53,424.83,Reversal,78.1
SBFC,Financial,78.7,0.0,True,False,0.0,86.9,2.5,4.1,20.3,89.52,91.0,105.09,Bullish,78.7
SBIN,Financial,60.3,0.0,True,False,69.7,0.0,2.6,4.6,20.3,1085.32,1106.71,1272.74,Bullish,60.3
SCHAEFFLER,Industrial,0.0,71.8,False,True,72.8,0.0,1.5,3.6,18.4,4237.91,4325.15,4941.94,Bullish Continual,72.8
SERVOTECH,Industrial,83.3,0.0,True,False,0.0,89.3,3.1,5.8,47.9,70.72,72.55,101.45,Reversal,83.3
SHAILY,Industrial,0.0,83.0,False,True,0.0,0.0,2.2,4.8,12.9,2440.89,2504.69,2698.23,Bullish Continual,0.0
SHAKTIPUMP,Industrial,87.5,0.0,True,False,0.0,83.5,4.0,7.0,1.4,518.99,534.12,506.23,Bullish,87.5
SHARDACROP,Chemicals,81.9,0.0,True,False,72.6,0.0,2.0,4.8,20.0,993.73,1021.51,1169.61,Reversal,81.9
SHARDAMOTR,Industrial,78.0,0.0,True,False,0.0,87.9,0.2,1.0,6.5,788.8,795.44,838.98,Reversal,78.0
SHAREINDIA,Financial,88.4,0.0,True,False,0.0,84.5,2.5,4.1,20.3,128.27,130.39,150.57,Reversal,88.4
SHREEPUSHK,Chemicals,83.1,0.0,True,False,0.0,88.3,2.0,2.0,20.5,305.55,305.79,361.11,Reversal,83.1
SHRIPISTON,Industrial,0.0,79.8,False,True,0.0,0.0,2.6,5.2,10.0,3297.5,3378.67,3533.46,Bullish Continual,0.0
SHRIRAMFIN,Financial,77.5,0.0,True,False,0.1,0.0,2.6,4.6,20.3,957.85,976.72,1123.25,Reversal,77.5
SHYAMMETL,Industrial,70.7,0.0,True,False,0.0,0.1,-0.1,0.7,4.7,795.49,801.45,833.46,Bearish,0.0
SIEMENS,Industrial,0.0,0.0,False,False,0.0,0.0,0.4,2.1,10.6,3135.1,3187.05,3451.76,Bullish,0.0
SIGMA,IT,0.1,0.0,False,False,0.0,81.7,3.2,5.5,49.5,41.29,42.2,59.79,Bullish,0.1
SILVERTUC,IT,43.5,0.0,False,False,0.0,57.9,5.0,28.0,230.3,129.18,157.42,406.33,Bullish,43.5
SIRCA,Consumer,83.1,0.0,True,False,0.0,0.1,3.1,5.1,22.5,443.04,451.28,526.1,Bullish,83.1
SIYSIL,Industrial,81.9,0.0,True,False,0.0,87.5,1.8,2.0,0.8,487.46,488.72,483.07,Bullish,81.9
SJS,Industrial,79.8,0.0,True,False,0.0,0.0,1.5,3.0,13.2,1594.6,1618.14,1778.19,Bullish,79.8
SKFINDIA,Industrial,69.4,0.0,True,False,0.0,89.8,0.3,11.8,62.8,1537.07,1713.34,2496.07,Reversal,69.4
SKIPPER,Industrial,79.3,0.0,True,False,0.0,88.2,0.6,1.4,3.4,352.3,354.88,362.09,Bullish,79.3
SKMEGGPROD,Consumer,88.3,0.0,True,False,0.0,0.1,5.8,5.5,6.2,165.06,164.57,165.71,Bullish,88.3
SMCGLOBAL,Financial,79.3,0.0,True,False,0.0,0.3,2.5,4.1,20.3,66.29,67.38,77.81,Reversal,79.3
SMSPHARMA,Healthcare,0.0,78.4,False,True,80.7,0.0,5.5,10.7,40.6,408.22,428.24,543.82,Bullish Continual,80.7
SOLARINDS,Chemicals,0.0,0.0,False,False,0.0,0.0,1.0,3.0,7.9,13112.64,13367.81,14012.88,Bullish,0.0
SONACOMS,Industrial,0.0,0.0,False,False,0.0,0.0,1.3,2.4,8.7,511.67,517.26,549.12,Bullish,0.0
SONATSOFTW,IT,83.6,0.0,True,False,0.0,78.3,3.0,5.5,12.7,244.06,250.02,267.1,Reversal,83.6
SPAL,Industrial,0.0,0.0,False,False,0.0,0.1,1.2,1.1,9.2,723.65,723.07,780.61,Bullish,0.0
SRF,Chemicals,77.4,0.0,True,False,0.0,86.7,0.8,2.2,15.6,2473.89,2509.94,2838.76,Reversal,77.4
SRM,Industrial,81.7,0.0,True,False,0.0,86.6,1.7,2.7,9.3,413.78,417.69,444.42,Bullish Continual,0.0
SSWL,Industrial,77.7,0.0,True,False,0.0,0.1,-0.1,1.0,5.7,183.82,185.82,194.5,Bearish,0.0
STARPAPER,Industrial,78.2,0.0,True,False,0.0,85.6,1.0,1.2,6.3,133.57,133.83,140.56,Reversal,78.2
STERTOOLS,Industrial,91.0,0.0,True,False,0.0,82.6,6.3,9.3,35.6,190.24,195.67,242.66,Bullish,91.0
STYLAMIND,Consumer,0.0,0.0,False,False,0.1,0.0,0.9,1.2,14.7,2226.74,2233.1,2530.33,Reversal,0.0
STYRENIX,Chemicals,0.0,0.0,False,False,0.0,0.2,1.9,3.7,20.7,2006.94,2041.91,2377.4,Bullish Continual,0.0
SUBROS,Industrial,80.9,0.0,True,False,0.0,87.2,1.2,1.7,8.4,683.03,686.44,731.51,Reversal,80.9
SUMICHEM,Chemicals,75.0,0.0,True,False,0.0,87.6,0.4,1.6,24.2,388.43,393.02,480.5,Bullish,75.0
SUNDARMFIN,Financial,72.8,0.0,True,False,0.0,0.1,3.2,5.3,6.8,4850.43,4947.77,5017.34,Bullish,72.8
SUNDRMFAST,Industrial,71.0,0.0,True,False,0.0,85.7,-0.5,0.7,5.3,810.7,821.02,858.57,Bearish,0.0
SUNPHARMA,Healthcare,0.0,0.0,False,False,0.1,0.0,1.8,3.1,18.5,1801.76,1825.95,2097.36,Bullish Continual,0.1
SUNTV,Industrial,0.0,0.0,False,False,73.3,0.0,0.7,2.5,12.4,598.24,608.71,667.79,Bullish Continual,73.3
SUPRAJIT,Industrial,0.0,0.0,False,False,0.0,86.3,0.1,0.7,10.0,403.16,405.32,442.68,Reversal,0.0
SUPREMEIND,Industrial,0.0,0.0,False,False,0.0,0.0,0.6,1.6,9.4,3848.69,3884.54,4184.56,Bullish,0.0
SURAKSHA,Healthcare,80.6,0.0,True,False,0.0,84.6,1.6,2.5,12.8,261.19,263.39,289.85,Reversal,80.6
SURYAROSNI,Industrial,83.7,0.0,True,False,0.0,85.8,1.3,2.2,3.1,211.79,213.57,215.48,Reversal,83.7
SYMPHONY,Consumer,79.8,0.0,True,False,0.0,87.6,1.0,2.0,5.9,781.22,788.61,819.15,Bullish,79.8
SYNCOMF,Healthcare,84.8,0.0,True,False,0.0,84.9,2.5,5.4,18.4,12.14,12.48,14.02,Reversal,84.8
SYNGENE,Healthcare,81.7,0.0,True,False,0.0,86.4,4.6,5.1,-3.1,433.99,436.1,402.25,Bullish,81.7
TAJGVK,Consumer,85.2,0.0,True,False,0.0,86.6,1.1,4.2,6.4,305.21,314.66,321.25,Reversal,85.2
TALBROAUTO,Industrial,79.6,0.0,True,False,0.0,88.0,-0.1,1.1,5.0,236.74,239.5,248.97,Bearish,0.0
