Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score,ML_Prediction,ML_Confidence,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob
ROSSARI,Chemicals,60.8,2278.19,Mid Cap,412.3,13.03,68.44,-3.93,1.25,459.93,500.78,592.31,3.28,40.72,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.74,0.0,0.0,High,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.8,7.3,Bullish,82.0,4.7,7.6,41.2,431.77,443.77,582.23,82.0,0.0,True,False,0.0,80.5
ROTO,Capital Goods,75.0,1070.56,Mid Cap,56.7,48.08,19.35,0.14,0.31,57.51,59.62,69.61,28.9,26.08,27,23,Watching,27,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.21,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.1,9.1,Bullish,77.0,1.4,2.0,13.5,57.52,57.82,64.33,77.0,0.0,True,False,0.0,87.0
ROUTE,Telecommunication,75.0,2948.29,Mid Cap,467.35,42.76,33.71,3.88,0.37,487.91,541.84,738.14,28.05,19.98,35,70,Reversal,70,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,11.15,0.0,0.0,Extremely High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,9.7,10.0,Reversal,86.3,5.3,8.4,29.6,492.0,506.71,605.75,86.3,0.0,True,False,0.0,84.0
RPEL,Capital Goods,55.0,2950.3,Mid Cap,652.0,42.76,37.15,1.02,0.86,677.32,732.63,752.13,11.86,22.08,25,75,Reversal,75,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.27,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.7,6.7,Reversal,86.7,5.9,7.8,17.5,690.7,703.15,766.35,86.7,0.0,True,False,0.0,81.8
RRKABEL,Capital Goods,66.4,15736.88,Mini Large Cap,1385.0,40.25,18.71,-10.62,0.45,1432.85,1436.66,1376.38,19.96,24.25,15,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.36,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.1,8.2,Bullish,0.0,1.4,3.5,15.4,1404.81,1433.77,1597.62,0.0,0.0,False,False,0.0,0.0
RSYSTEMS,Information Technology,65.0,3132.59,Mid Cap,264.85,41.48,24.52,1.12,0.05,282.19,315.53,372.28,22.16,23.67,20,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.08,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.6,8.2,Bullish,66.5,1.1,-0.4,6.0,267.67,263.68,280.67,66.5,0.0,True,False,0.0,69.8
RVNL,Construction,48.0,55174.64,Large Cap,264.2,32.25,33.95,-1.4,0.6,284.31,302.72,333.35,13.45,27.8,5,80,Reversal,80,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.7,0.0,0.0,Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.1,7.6,Reversal,81.3,0.3,1.6,4.4,265.09,268.42,275.88,81.3,0.0,True,False,0.0,87.7
RVTH,Capital Goods,38.5,173.68,Small Cap,551.0,41.36,24.49,0.91,1.33,592.57,633.83,889.95,14.96,24.24,15,30,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.64,0.0,0.0,High,Above avg volume but no setup → watch,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,4.7,5.1,Bullish,83.1,2.2,5.0,36.0,563.33,578.35,749.46,83.1,0.0,True,False,0.0,88.4
SAFARI,Consumer Durables,69.3,7449.28,Mini Large Cap,1522.0,32.47,28.34,-4.64,0.82,1669.82,1838.25,2065.5,17.39,25.42,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,5.47,0.0,0.0,Extremely High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.9,10.0,Reversal,84.3,2.7,3.8,4.2,1563.43,1579.97,1586.47,84.3,0.0,True,False,0.0,83.7
SAILIFE,Healthcare,53.6,21177.87,Large Cap,998.7,52.34,16.26,-4.26,0.51,983.77,946.44,875.68,21.17,18.81,65,38,Momentum,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.62,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.2,7.2,Bullish Continual,79.1,12.9,23.3,27.0,1127.7,1231.42,1268.4,0.0,67.2,False,True,79.1,0.0
SAKSOFT,Information Technology,75.0,1528.57,Mid Cap,119.71,30.29,64.8,-0.45,0.72,133.36,152.49,182.32,6.2,30.18,5,73,Reversal,73,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.57,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.7,9.4,Reversal,89.8,9.0,8.9,15.4,130.48,130.34,138.14,89.8,0.0,True,False,0.0,76.8
SANATHAN,Textiles,28.0,3193.43,Mid Cap,374.0,28.25,28.27,-2.49,0.76,398.26,415.2,441.48,12.82,27.49,5,58,Reversal,58,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.72,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,3.5,3.5,Reversal,77.4,0.0,0.4,6.5,374.11,375.6,398.24,77.4,0.0,True,False,0.0,87.6
SANDHAR,Automobile and Auto Components,58.0,2878.65,Mid Cap,477.5,36.86,27.88,-1.0,0.35,493.37,508.58,505.95,13.48,26.03,10,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.59,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.0,7.0,Reversal,0.0,0.6,2.5,12.5,480.41,489.21,537.26,0.0,0.0,False,False,0.0,0.1
SANDUMA,"Oil, Gas & Consumable Fuels",83.7,9009.26,Mini Large Cap,185.23,39.19,26.5,-1.19,0.74,196.18,205.41,194.22,19.21,32.7,10,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.67,0.0,0.0,Very Low,Low activity → no setup forming yet,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,10.0,10.0,Bullish,83.2,1.6,4.7,19.5,188.22,193.89,221.35,83.2,0.0,True,False,0.0,0.1
SANGHVIMOV,Services,40.2,2090.5,Mid Cap,241.0,45.22,33.35,1.83,1.21,250.81,275.0,310.74,24.46,18.6,42,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.88,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 26.6 | ADX 57.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,4.9,6.0,Reversal,87.2,5.9,7.2,7.4,255.18,258.36,258.91,87.2,0.0,True,False,0.0,80.9
SANOFI,Healthcare,41.5,7806.99,Mini Large Cap,3381.0,10.6,63.02,-33.88,0.55,3670.36,3890.63,4601.94,5.93,41.85,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.65,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.8,4.9,Reversal,38.3,1.3,2.8,6.4,3425.78,3475.02,3595.81,38.3,0.0,False,False,0.0,85.2
SANSERA,Automobile and Auto Components,57.0,13554.65,Mini Large Cap,2177.0,53.96,24.07,-16.6,0.99,2137.3,2036.99,1692.2,25.44,20.32,75,30,Momentum,75,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.3,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.9,7.0,Bullish Continual,79.0,4.0,5.6,24.4,2264.72,2298.03,2707.55,0.0,0.0,False,False,79.0,0.0
SANSTAR,Fast Moving Consumer Goods,48.3,1501.69,Mid Cap,82.11,40.14,41.36,-0.05,0.63,84.75,87.45,92.34,10.23,23.07,5,78,Reversal,78,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.8,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.0,6.4,Reversal,78.7,1.7,5.9,30.7,83.52,86.94,107.29,78.7,0.0,True,False,0.0,87.5
SARDAEN,Metals & Mining,69.0,17927.4,Mini Large Cap,509.5,39.7,25.53,-4.48,0.58,524.14,517.53,503.91,16.08,29.24,20,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.51,0.0,0.0,Very Low,Low activity → no setup forming yet,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.2,10.0,Bullish,0.0,0.4,1.9,15.9,511.3,519.17,590.3,0.0,0.0,False,False,0.0,0.0
SAREGAMA,"Media, Entertainment & Publication",72.0,6610.44,Mini Large Cap,345.3,54.43,33.3,2.12,0.64,339.91,345.07,404.44,22.11,16.63,60,23,Momentum,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,2.17,0.0,0.0,Very High,Strong participation → trend likely to continue,No data,—,10.0,10.0,Bullish Continual,0.0,0.7,1.4,11.0,347.82,349.98,383.17,0.0,0.0,False,False,0.0,0.1
SARLAPOLY,Textiles,60.0,693.16,Small Cap,83.0,59.35,23.75,0.36,0.6,81.32,83.12,90.09,15.61,20.58,40,35,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.29,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.4,9.6,Bullish,0.0,1.0,1.6,8.0,83.83,84.34,89.67,0.0,0.0,False,False,0.0,88.2
SATIN,Financial Services,41.0,1596.59,Mid Cap,145.55,39.38,14.48,-0.42,0.85,149.05,150.43,152.37,16.77,12.62,5,33,Watching,33,TIER 3 — WAITING,True,366,366d (1-1.5 years),-16.29,0.92,0.71,0.41,-16.29,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.8,5.2,Bullish,72.5,2.5,4.1,20.3,149.12,151.59,175.04,72.5,0.0,True,False,0.0,0.2
SBCL,Capital Goods,79.0,2336.14,Mid Cap,405.0,34.44,36.01,-3.39,1.1,430.98,444.58,471.96,15.64,36.9,5,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.58,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,9.6,9.6,Reversal,78.1,-0.0,1.1,4.9,404.98,409.53,424.83,78.1,0.0,True,False,0.0,88.0
SBFC,Financial Services,46.0,9594.2,Mini Large Cap,87.38,31.93,33.81,-0.57,1.1,91.74,95.25,100.65,8.1,34.03,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.92,0.0,0.0,Very High,Above avg volume but no setup → watch,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,5.3,5.8,Bullish,78.7,2.5,4.1,20.3,89.52,91.0,105.09,78.7,0.0,True,False,0.0,86.9
SBIN,Financial Services,57.3,976599.34,Large Cap,1058.3,31.63,61.91,-13.78,1.15,1106.07,1095.4,966.12,15.22,37.35,30,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.94,0.0,0.0,Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.7,6.7,Bullish,60.3,2.6,4.6,20.3,1085.32,1106.71,1272.74,60.3,0.0,True,False,69.7,0.0
SCHAEFFLER,Automobile and Auto Components,52.0,65436.53,Large Cap,4175.0,59.25,23.3,-19.68,1.18,4028.12,3964.66,3892.19,35.62,20.03,65,30,Momentum,65,TIER 3 — WAITING,True,472,472d (1-1.5 years),-7.85,1.18,0.57,1.16,-7.85,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.3,6.4,Bullish Continual,72.8,1.5,3.6,18.4,4237.91,4325.15,4941.94,0.0,71.8,False,True,72.8,0.0
SERVOTECH,Capital Goods,35.5,1551.78,Mid Cap,68.6,45.37,23.35,0.01,0.77,70.82,74.98,99.18,19.75,23.57,27,73,Reversal,73,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.8,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,4.3,4.3,Reversal,83.3,3.1,5.8,47.9,70.72,72.55,101.45,83.3,0.0,True,False,0.0,89.3
SHAILY,Capital Goods,41.5,11033.45,Mini Large Cap,2389.0,78.1,40.02,60.12,3.61,2075.47,2085.82,2046.24,47.92,8.79,68,0,Momentum,68,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,4.64,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.1,5.1,Bullish Continual,0.0,2.2,4.8,12.9,2440.89,2504.69,2698.23,0.0,83.0,False,True,0.0,0.0
SHAKTIPUMP,Capital Goods,60.0,6126.09,Mini Large Cap,499.0,43.95,25.61,4.7,0.55,520.45,576.62,710.97,31.51,24.65,30,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.45,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.3,7.4,Bullish,87.5,4.0,7.0,1.4,518.99,534.12,506.23,87.5,0.0,True,False,0.0,83.5
SHARDACROP,Chemicals,67.0,8841.11,Mini Large Cap,974.5,34.07,39.09,-16.98,0.92,1042.1,1027.92,895.71,12.65,27.78,20,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,0.95,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.5,7.7,Reversal,81.9,2.0,4.8,20.0,993.73,1021.51,1169.61,81.9,0.0,True,False,72.6,0.0
SHARDAMOTR,Automobile and Auto Components,83.0,4514.25,Mid Cap,787.55,37.62,35.07,-6.2,1.62,838.09,880.12,988.12,22.19,23.95,5,55,Reversal,55,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.23,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,10.0,10.0,Reversal,78.0,0.2,1.0,6.5,788.8,795.44,838.98,78.0,0.0,True,False,0.0,87.9
SHAREINDIA,Financial Services,72.0,2736.19,Mid Cap,125.2,42.01,20.12,0.03,0.54,131.1,139.93,163.6,17.07,20.15,15,70,Reversal,70,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.46,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.4,9.1,Reversal,88.4,2.5,4.1,20.3,128.27,130.39,150.57,88.4,0.0,True,False,0.0,84.5
SHREEPUSHK,Chemicals,59.0,966.69,Small Cap,299.7,38.26,25.14,0.24,0.51,313.13,330.13,345.04,12.25,23.02,20,90,Reversal,90,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.64,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.6,8.2,Reversal,83.1,2.0,2.0,20.5,305.55,305.79,361.11,83.1,0.0,True,False,0.0,88.3
SHRIPISTON,Automobile and Auto Components,75.0,13765.57,Mini Large Cap,3213.0,64.78,19.01,11.06,7.91,3010.37,2990.06,2732.23,34.91,20.23,80,28,Momentum,80,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,3.03,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,9.0,9.1,Bullish Continual,0.0,2.6,5.2,10.0,3297.5,3378.67,3533.46,0.0,79.8,False,True,0.0,0.0
SHRIRAMFIN,Financial Services,61.0,176600.23,Large Cap,934.0,29.81,29.08,-12.03,3.57,1013.28,1002.38,840.39,16.65,45.08,30,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.76,0.0,0.0,High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,7.1,7.1,Reversal,77.5,2.6,4.6,20.3,957.85,976.72,1123.25,77.5,0.0,True,False,0.1,0.0
SHYAMMETL,Capital Goods,61.4,22127.51,Large Cap,796.1,50.29,28.5,-0.84,1.11,804.32,823.82,845.31,25.83,23.7,35,60,Reversal,60,TIER 2 — WATCHLIST,True,413,413d (1-1.5 years),-16.85,4.19,2.18,0.66,-16.85,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.5,7.5,Bearish,0.0,-0.1,0.7,4.7,795.49,801.45,833.46,70.7,0.0,True,False,0.0,0.1
SIEMENS,Capital Goods,61.0,111451.48,Large Cap,3121.1,40.56,17.97,-24.77,0.73,3204.3,3180.2,3186.73,16.11,22.68,5,26,Watching,26,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.78,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.4,7.4,Bullish,0.0,0.4,2.1,10.6,3135.1,3187.05,3451.76,0.0,0.0,False,False,0.0,0.0
SIGMA,Information Technology,86.0,408.07,Small Cap,40.0,45.98,25.96,0.55,0.84,41.21,44.94,61.97,22.77,15.66,42,15,Watching,42,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.71,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,10.0,10.0,Bullish,0.1,3.2,5.5,49.5,41.29,42.2,59.79,0.1,0.0,False,False,0.0,81.7
SILVERTUC,Information Technology,62.0,1559.76,Mid Cap,123.0,52.13,39.26,3.72,0.46,127.33,207.13,491.78,27.11,36.07,45,15,Watching,45,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.54,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,7.2,7.8,Bullish,43.5,5.0,28.0,230.3,129.18,157.42,406.33,43.5,0.0,False,False,0.0,57.9
SIRCA,Consumer Durables,66.2,2443.84,Mid Cap,429.55,46.79,35.11,-0.09,0.64,438.24,455.69,445.96,18.53,27.27,22,38,Watching,38,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.4,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.5,8.5,Bullish,83.1,3.1,5.1,22.5,443.04,451.28,526.1,83.1,0.0,True,False,0.0,0.1
SIYSIL,Textiles,67.0,2161.61,Mid Cap,479.0,36.56,29.82,-1.31,0.72,505.34,544.92,623.29,13.42,21.46,5,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.13,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.3,8.3,Bullish,81.9,1.8,2.0,0.8,487.46,488.72,483.07,81.9,0.0,True,False,0.0,87.5
SJS,Automobile and Auto Components,51.0,5064.4,Mini Large Cap,1570.8,37.07,26.77,-9.86,0.71,1661.67,1694.83,1526.7,19.36,28.99,20,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.75,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.1,6.2,Bullish,79.8,1.5,3.0,13.2,1594.6,1618.14,1778.19,79.8,0.0,True,False,0.0,0.0
SKFINDIA,Capital Goods,42.5,7600.59,Mini Large Cap,1533.0,24.21,37.05,-8.63,0.31,1634.73,1746.48,2759.46,10.15,27.4,5,65,Reversal,65,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.29,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.2,5.2,Reversal,69.4,0.3,11.8,62.8,1537.07,1713.34,2496.07,69.4,0.0,True,False,0.0,89.8
SKIPPER,Capital Goods,65.4,3954.5,Mid Cap,350.1,49.26,23.53,1.68,0.75,354.08,374.45,434.62,23.95,11.11,37,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.74,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.0,8.0,Bullish,79.3,0.6,1.4,3.4,352.3,354.88,362.09,79.3,0.0,True,False,0.0,88.2
SKMEGGPROD,Fast Moving Consumer Goods,63.0,816.51,Small Cap,156.0,43.03,36.48,1.1,1.04,162.29,173.04,169.14,21.84,26.98,25,45,Watching,45,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.82,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.8,9.0,Bullish,88.3,5.8,5.5,6.2,165.06,164.57,165.71,88.3,0.0,True,False,0.0,0.1
SMCGLOBAL,Financial Services,56.0,1356.91,Mid Cap,64.7,33.51,51.05,-0.71,0.25,70.79,74.68,72.24,11.71,33.5,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.46,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.5,7.1,Reversal,79.3,2.5,4.1,20.3,66.29,67.38,77.81,79.3,0.0,True,False,0.0,0.3
SMSPHARMA,Healthcare,62.0,3606.07,Mid Cap,386.9,54.21,26.91,-3.49,1.02,376.01,355.77,303.52,28.15,26.37,80,15,Momentum,80,TIER 1 — BUY NOW (Momentum),False,0,No consolidation,0.0,0.0,0.56,0.0,0.0,Very Low,"Very low volume → no conviction, caution",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.2,7.2,Bullish Continual,80.7,5.5,10.7,40.6,408.22,428.24,543.82,0.0,78.4,False,True,80.7,0.0
SOLARINDS,Chemicals,89.0,117039.84,Large Cap,12984.0,22.58,29.99,-190.2,0.71,13862.43,13612.46,13353.72,11.6,33.89,10,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.77,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,10.0,10.0,Bullish,0.0,1.0,3.0,7.9,13112.64,13367.81,14012.88,0.0,0.0,False,False,0.0,0.0
SONACOMS,Automobile and Auto Components,65.8,31481.0,Large Cap,505.0,48.18,17.69,-2.25,0.95,509.2,505.13,494.75,35.2,27.71,32,23,Watching,32,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.19,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.9,8.1,Bullish,0.0,1.3,2.4,8.7,511.67,517.26,549.12,0.0,0.0,False,False,0.0,0.0
SONATSOFTW,Information Technology,57.0,6569.42,Mini Large Cap,237.0,37.5,47.25,0.6,0.43,252.74,282.75,350.32,14.12,22.83,20,75,Reversal,75,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.52,0.0,0.0,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,6.6,7.2,Reversal,83.6,3.0,5.5,12.7,244.06,250.02,267.1,83.6,0.0,True,False,0.0,78.3
SPAL,Textiles,68.0,1794.75,Mid Cap,715.0,58.45,14.47,1.6,0.25,703.08,704.96,733.89,20.16,12.77,40,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.58,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,8.4,8.4,Bullish,0.0,1.2,1.1,9.2,723.65,723.07,780.61,0.0,0.0,False,False,0.0,0.1
SRF,Chemicals,48.0,72757.47,Large Cap,2455.0,39.43,36.09,1.47,1.21,2575.58,2704.91,2839.66,13.4,22.4,20,75,Reversal,75,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.49,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.4,5.4,Reversal,77.4,0.8,2.2,15.6,2473.89,2509.94,2838.76,77.4,0.0,True,False,0.0,86.7
