Symbol,Sector,Fund Score,Market Cap Cr,Cap Category,Current Price,RSI,ADX,MACD Hist,Vol Ratio,EMA20,EMA50,EMA200,DI+,DI-,Momentum Score,Reversal Score,Best Setup,Tech Score,Tier,In Consolidation,Consol Days,Consol Label,Pct to Breakout,Consol Volume,Vol 5D Ratio,Breakout Vol,range_pct,Vol Label,Vol Inference,Sector Trend,Sector Detail,Sector Score,Cap Score,ML_Prediction,ML_Confidence,Forecast_25d_Pct,Forecast_45d_Pct,Forecast_180d_Pct,Forecast_25d_Price,Forecast_45d_Price,Forecast_180d_Price,Bottom_Rev_Prob,Top_Rev_Prob,Bottom_Rev_Flag,Top_Rev_Flag,Bullish_Cont_Prob,Bearish_Cont_Prob
AMBUJACEM,Construction Materials,54.0,103952.53,Large Cap,420.55,24.89,59.7,-3.4,0.85,461.63,495.67,537.26,11.48,41.55,5,80,Reversal,80,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.38,0.0,0.0,Normal,Elevated volume on reversal → watch direction,No data,—,7.8,7.8,Reversal,81.6,1.3,4.3,6.9,426.11,438.68,449.44,81.6,0.0,True,False,0.0,83.9
AMNPLST,Chemicals,58.0,835.97,Small Cap,151.94,50.01,32.92,0.76,0.95,154.08,164.96,197.09,21.68,6.25,50,45,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,3.61,0.0,0.0,Extremely High,Strong participation → trend likely to continue,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.5,8.1,Bullish Continual,0.0,1.8,3.4,26.7,154.74,157.03,192.52,77.6,0.0,True,False,0.0,85.9
AMRUTANJAN,Healthcare,63.3,1489.94,Mid Cap,515.55,13.63,46.34,-4.5,2.9,555.66,591.52,653.13,7.67,32.69,5,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.7,0.0,0.0,Very High,Above avg volume but no setup → watch closely,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.3,7.3,Bullish,85.5,3.5,4.1,17.1,533.76,536.74,603.48,85.5,0.0,True,False,0.0,79.1
ANANDRATHI,Financial Services,78.0,24936.82,Large Cap,3003.4,29.79,33.5,-16.03,1.83,3067.48,3046.61,2795.14,10.84,35.53,20,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.95,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,9.1,9.1,Bullish,0.0,2.6,4.6,20.3,3080.08,3140.77,3611.96,0.0,0.0,False,False,0.1,0.0
ANUP,Capital Goods,43.5,3200.98,Mid Cap,1588.2,50.91,31.76,26.53,0.53,1609.66,1770.2,2188.1,29.28,18.35,50,30,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.3,5.3,Bullish Continual,0.0,3.4,3.0,10.3,1642.45,1635.37,1751.89,86.2,0.0,True,False,0.0,85.7
APARINDS,Capital Goods,72.0,38856.2,Large Cap,9673.0,49.33,24.24,-120.62,0.56,9709.51,9404.37,8697.93,22.2,19.26,47,45,Watching,47,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.62,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.8,8.8,Bullish,0.0,3.4,5.5,22.7,9998.06,10201.4,11864.12,0.0,0.0,False,False,77.2,0.0
APLAPOLLO,Capital Goods,69.0,54793.24,Large Cap,1973.1,41.12,39.35,-22.09,0.88,2053.38,2050.18,1856.03,16.17,27.45,30,25,Watching,30,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.4,8.4,Bullish,74.9,1.6,3.0,11.6,2003.95,2032.61,2201.46,74.9,0.0,True,False,75.1,0.0
APLLTD,Healthcare,40.0,13345.47,Mini Large Cap,677.3,39.05,46.19,-1.68,1.13,705.08,750.61,853.58,15.77,29.92,5,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.76,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.6,4.7,Reversal,81.9,2.3,2.4,13.2,692.56,693.28,766.96,81.9,0.0,True,False,0.0,77.3
APOLLOHOSP,Healthcare,61.0,105890.21,Large Cap,7364.5,34.33,26.45,-66.17,1.62,7534.73,7448.26,7309.37,15.86,28.75,20,35,Watching,35,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.08,0.0,0.0,Normal,Normal activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.0,8.2,Bullish,0.0,1.6,2.0,9.9,7479.81,7510.47,8092.53,0.0,0.0,False,False,0.1,0.0
APOLLOTYRE,Automobile and Auto Components,46.0,26653.35,Large Cap,420.85,40.97,47.09,0.34,0.51,436.41,461.84,476.48,14.2,34.36,20,45,Watching,45,TIER 3 — WAITING,True,567,567d (1.5-2 years),-21.36,1.32,0.8,0.6,-21.36,Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,5.5,5.7,Bullish,78.3,1.1,1.7,8.3,425.31,428.0,455.88,78.3,0.0,True,False,0.0,83.0
ARE&M,Automobile and Auto Components,44.4,13895.9,Mini Large Cap,759.15,25.33,43.96,-2.4,1.27,800.68,839.03,931.12,10.84,34.25,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.14,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,5.3,5.4,Bearish,0.0,-0.3,0.6,4.3,757.06,763.91,792.13,73.2,0.0,True,False,0.0,86.9
ARIHANTCAP,Financial Services,63.0,746.33,Small Cap,68.01,27.35,34.87,-0.39,0.22,72.94,78.48,87.71,13.13,37.84,5,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.23,0.0,0.0,Very Low,Sellers exhausted → reversal likely,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,7.3,8.1,Reversal,86.9,2.5,4.1,20.3,69.68,70.83,81.79,86.9,0.0,True,False,0.0,87.3
ARROWGREEN,Capital Goods,69.0,571.0,Small Cap,378.45,47.74,50.02,3.15,0.77,388.95,423.89,523.87,28.52,17.61,42,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,4.08,0.0,0.0,Extremely High,Above avg volume but no setup → watch closely,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.4,9.2,Bullish,86.1,3.0,6.3,8.8,389.95,402.45,411.85,86.1,0.0,True,False,0.0,85.8
ARVIND,Textiles,47.0,9416.47,Mini Large Cap,359.25,58.69,33.92,0.92,0.35,351.38,344.33,333.81,27.62,9.25,90,35,Momentum,90,TIER 3 — WAITING,True,541,541d (1.5-2 years),-11.4,1.18,0.59,0.54,-11.4,Very Low,"Very low volume → no conviction, caution",Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,5.8,6.2,Bullish Continual,74.1,1.7,2.6,14.7,365.25,368.56,411.96,0.0,0.0,False,False,74.1,0.0
ASAHIINDIA,Automobile and Auto Components,51.7,20660.57,Large Cap,810.45,31.71,38.83,-1.19,0.51,869.47,910.82,888.22,29.2,26.24,20,95,Reversal,95,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,27.09,0.0,0.0,Extremely High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,6.2,6.4,Reversal,78.3,0.9,4.0,14.9,818.07,842.64,931.58,78.3,0.0,True,False,0.0,0.2
ASALCBR,Fast Moving Consumer Goods,66.4,1461.36,Mid Cap,727.8,40.39,31.44,-0.66,0.69,761.99,818.82,943.08,20.17,20.02,15,63,Reversal,63,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,2.91,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.2,8.9,Bearish,0.0,-0.2,1.1,7.8,726.68,735.58,784.92,82.1,0.0,True,False,0.0,80.0
ASHAPURMIN,Metals & Mining,53.0,4803.53,Mid Cap,502.85,43.31,22.03,5.0,1.1,527.35,594.85,599.85,25.31,27.01,20,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.8,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Downtrend ↓,RSI 40.8 | ADX 28.0 | MACD ▼ | EMA ↑↑↑ | Above EMA200,6.3,9.0,Reversal,93.6,8.3,13.0,29.9,544.48,568.17,653.15,93.6,0.0,True,False,0.0,75.6
ASHOKA,Construction,79.0,3194.37,Mid Cap,113.73,31.04,37.24,-0.19,0.8,124.34,138.96,171.34,18.58,28.08,5,80,Reversal,80,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.89,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,10.0,10.0,Reversal,89.1,6.4,10.3,11.4,121.01,125.44,126.7,89.1,0.0,True,False,0.0,80.4
ASIANPAINT,Consumer Durables,60.0,210449.79,Large Cap,2195.4,34.96,39.36,2.16,0.77,2284.64,2415.36,2520.94,14.58,32.37,25,93,Reversal,93,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.77,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.7,8.2,Reversal,74.4,0.8,2.4,5.5,2212.08,2247.52,2315.97,74.4,0.0,True,False,0.0,82.0
ASKAUTOLTD,Automobile and Auto Components,65.0,8067.08,Mini Large Cap,409.2,49.52,29.09,3.28,0.67,412.54,430.09,457.15,22.01,14.98,42,23,Watching,42,TIER 2 — BASE BUILDING,True,387,387d (1-1.5 years),-23.78,0.99,0.96,0.5,-23.78,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.8,7.9,Bullish,76.4,0.5,1.0,5.4,411.19,413.16,431.41,76.4,0.0,True,False,0.0,86.7
ASTERDM,Healthcare,49.0,32417.06,Large Cap,626.95,35.8,22.91,-5.74,1.23,646.97,630.29,603.71,18.98,30.53,15,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.34,0.0,0.0,Normal,Normal activity → no setup forming yet,Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,5.7,6.6,Bullish,0.0,2.0,3.7,11.0,639.33,649.95,695.98,0.0,0.0,False,False,0.1,0.0
ASTRAL,Capital Goods,68.0,43838.34,Large Cap,1631.8,45.95,13.72,-10.65,0.51,1640.08,1583.29,1510.85,21.64,20.84,47,38,Watching,47,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.55,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.3,8.3,Bullish,0.0,1.9,3.2,17.7,1663.37,1683.54,1920.23,0.0,0.0,False,False,75.9,0.0
ATGL,"Oil, Gas & Consumable Fuels",69.6,60730.65,Large Cap,551.9,57.66,34.08,5.29,1.35,528.75,536.55,591.61,39.73,20.44,60,15,Momentum,60,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,2.69,0.0,0.0,Very High,Strong participation → trend likely to continue,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,8.3,10.0,Bullish Continual,0.0,0.2,2.0,13.2,553.09,563.17,624.97,0.0,78.6,False,True,0.0,0.1
ATUL,Chemicals,41.0,18386.38,Mini Large Cap,6245.0,44.88,20.91,-26.45,0.55,6338.46,6298.71,6305.8,16.99,12.44,15,55,Reversal,55,TIER 3 — WAITING,True,782,782d (2+ years),-21.04,1.2,0.61,0.34,-21.04,Very Low,Low volume on down move → selling pressure easing,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,4.6,4.7,Reversal,66.6,1.0,2.4,5.2,6309.83,6392.13,6569.02,66.6,0.0,True,False,0.0,0.0
AUBANK,Financial Services,45.0,67358.34,Large Cap,901.5,39.23,45.59,-3.3,2.61,934.45,954.24,869.39,14.92,29.84,20,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.85,0.0,0.0,Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,5.2,5.2,Bullish,69.4,2.6,4.6,20.3,924.52,942.73,1084.17,69.4,0.0,True,False,0.0,0.0
AURIONPRO,Information Technology,70.0,4502.66,Mid Cap,815.5,36.05,19.06,-2.82,0.85,867.46,927.28,1127.24,15.78,22.82,0,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.9,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,8.1,8.8,Bullish,76.2,1.5,2.5,5.3,827.36,836.07,858.92,76.2,0.0,True,False,0.0,86.2
AUROPHARMA,Healthcare,38.0,75004.72,Large Cap,1291.4,61.52,19.1,1.24,0.92,1248.55,1215.87,1176.87,27.19,22.97,85,8,Momentum,85,TIER 3 — WAITING,True,560,560d (1.5-2 years),-15.12,0.97,0.74,0.81,-15.12,Low,"Weak volume → momentum may fade, wait",Sideways →,RSI 45.0 | ADX 27.7 | MACD ▼ | EMA ↑↑↑ | Above EMA200,4.4,5.1,Bullish Continual,76.5,1.5,2.9,10.0,1310.93,1328.71,1420.17,0.0,66.4,False,True,76.5,0.0
AVANTEL,Capital Goods,70.4,3384.62,Mid Cap,127.38,31.91,30.94,-1.46,0.81,138.08,144.47,152.41,10.32,25.67,5,20,Watching,20,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.46,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,8.6,8.6,Bullish,82.8,1.6,4.3,16.6,129.45,132.8,148.51,82.8,0.0,True,False,0.0,87.6
AVANTIFEED,Fast Moving Consumer Goods,55.0,16431.22,Mini Large Cap,1206.0,47.03,19.89,-17.28,0.6,1213.62,1119.82,886.2,14.69,21.71,47,38,Watching,47,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.53,0.0,0.0,Very Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,6.8,7.0,Bullish,84.5,10.0,8.9,29.1,1326.19,1313.42,1556.83,84.5,0.0,True,False,75.9,0.0
AWHCL,Utilities,61.0,1244.24,Mid Cap,438.55,28.84,31.95,-3.88,0.73,470.47,488.06,525.36,12.16,27.52,5,73,Reversal,73,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.02,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Weak Uptrend →↑,RSI 46.6 | ADX 16.4 | MACD ▼ | EMA ↑↑↑ | Above EMA200,7.8,9.2,Reversal,80.7,0.1,2.1,16.0,439.2,447.65,508.61,80.7,0.0,True,False,0.0,85.8
AXISBANK,Financial Services,54.3,374443.17,Large Cap,1203.9,30.94,43.64,-12.88,1.06,1277.8,1296.66,1233.06,16.25,37.09,10,35,Watching,35,TIER 3 — WAITING,True,483,483d (1-1.5 years),-10.59,1.32,1.03,0.9,-10.59,Normal,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.3,6.3,Bullish,64.8,2.5,4.1,20.3,1233.42,1253.82,1447.84,64.8,0.0,True,False,0.0,0.0
AXISCADES,Capital Goods,59.0,6062.98,Mini Large Cap,1426.0,52.78,19.66,-8.32,0.93,1405.16,1376.68,1298.19,31.64,21.84,55,23,Momentum,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.88,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,7.2,7.3,Bullish Continual,76.4,2.8,4.8,24.9,1465.54,1493.97,1781.73,0.0,0.0,False,False,76.4,0.0
BAJAJ-AUTO,Automobile and Auto Components,61.0,252751.46,Large Cap,9051.0,40.89,41.72,-73.01,1.08,9375.65,9456.57,9083.45,10.43,35.37,15,55,Reversal,55,TIER 2 — WATCHLIST,True,533,533d (1.5-2 years),-16.64,1.82,1.05,0.8,-16.64,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.3,7.5,Reversal,69.7,0.6,1.6,11.7,9101.28,9196.63,10111.17,69.7,0.0,True,False,0.0,0.0
BAJAJCON,Fast Moving Consumer Goods,48.0,4784.55,Mid Cap,366.3,56.16,35.88,-3.91,1.29,359.09,344.1,281.63,27.51,26.47,80,15,Momentum,80,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.13,0.0,0.0,Normal,Average volume → monitor for increase,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.9,6.4,Bullish Continual,80.8,5.2,4.3,23.8,385.43,382.1,453.38,0.0,0.0,False,False,80.8,0.0
BAJAJFINSV,Financial Services,74.0,273219.95,Large Cap,1710.3,23.55,56.77,-15.56,1.95,1847.25,1928.91,1972.24,9.79,44.18,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.45,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.6,8.6,Reversal,63.0,2.5,4.1,16.5,1752.24,1781.22,1992.36,63.0,0.0,True,False,0.0,86.4
BAJAJHLDNG,Financial Services,50.0,105862.39,Large Cap,9512.0,25.53,46.64,-85.06,0.67,10198.92,10644.02,11522.33,12.07,37.19,5,43,Watching,43,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.65,0.0,0.0,Very Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,5.8,5.8,Bullish,62.9,2.5,3.5,11.6,9745.25,9842.8,10617.6,62.9,0.0,True,False,0.0,74.6
BAJAJINDEF,Capital Goods,45.0,745.12,Small Cap,232.85,42.12,31.62,2.17,0.18,243.82,271.19,316.6,14.57,21.38,20,40,Watching,40,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.38,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,5.5,6.0,Bullish,88.1,2.2,1.0,6.8,237.87,235.12,248.6,88.1,0.0,True,False,0.0,87.8
BAJFINANCE,Financial Services,76.3,516298.57,Large Cap,830.55,22.48,51.2,-12.11,1.69,912.21,948.31,947.61,11.44,39.9,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,1.4,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,8.9,8.9,Reversal,69.6,2.5,4.1,20.3,850.92,864.99,998.84,69.6,0.0,True,False,0.0,0.3
BALAMINES,Chemicals,54.0,3457.51,Mid Cap,1067.1,55.62,27.81,4.06,1.66,1053.37,1096.65,1296.77,24.85,13.84,55,50,Momentum,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.56,0.0,0.0,High,Good volume support → momentum confirmed,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,6.1,6.5,Bullish Continual,0.0,1.1,3.0,8.2,1078.92,1099.03,1154.33,0.0,0.0,False,False,0.0,78.2
BALKRISIND,Automobile and Auto Components,62.0,40695.2,Large Cap,2105.1,26.38,33.75,-16.8,0.81,2271.06,2356.83,2425.92,10.76,30.51,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.86,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,7.5,7.7,Bearish,0.0,-0.1,1.8,7.1,2102.12,2142.09,2254.12,75.0,0.0,True,False,0.0,86.0
BALRAMCHIN,Fast Moving Consumer Goods,39.0,9819.4,Mini Large Cap,485.9,52.43,27.78,-2.54,1.02,479.25,464.75,480.06,19.02,16.65,50,15,Momentum,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.71,0.0,0.0,Low,"Weak volume → momentum may fade, wait",Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,4.8,4.9,Bullish Continual,0.2,1.6,2.7,15.6,493.65,499.22,561.7,0.0,72.1,False,True,0.2,0.0
BALUFORGE,Capital Goods,49.0,5316.28,Mini Large Cap,437.75,37.89,15.77,-2.35,0.49,457.8,479.04,557.73,17.39,27.06,0,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.46,0.0,0.0,Very Low,"Very low volume → no interest, wait",Strong Downtrend ↓↓,RSI 36.0 | ADX 40.7 | MACD ▼ | EMA mixed | Below EMA200,6.0,6.0,Bullish,86.5,2.2,3.5,18.9,447.55,453.19,520.7,86.5,0.0,True,False,0.0,83.9
BANCOINDIA,Automobile and Auto Components,82.0,7919.98,Mini Large Cap,553.7,38.65,36.73,-1.27,0.62,579.34,608.78,611.79,19.11,34.34,5,48,Watching,48,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.04,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 37.2 | ADX 40.3 | MACD ▼ | EMA mixed | Below EMA200,9.9,10.0,Bullish,84.1,2.8,3.7,22.5,569.06,574.03,678.25,84.1,0.0,True,False,0.0,85.4
BANKBARODA,Financial Services,58.3,144772.29,Large Cap,279.95,38.38,42.61,-2.61,0.91,290.75,294.11,274.49,16.72,41.84,25,25,Watching,25,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.64,0.0,0.0,Very Low,Strong downtrend → no entry signal,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,6.8,6.8,Bullish,73.1,2.5,4.1,20.3,286.81,291.56,336.67,73.1,0.0,True,False,0.0,0.0
BANKINDIA,Financial Services,39.3,68513.1,Large Cap,150.49,39.1,48.75,-1.71,1.33,157.23,157.81,139.73,16.45,38.35,25,55,Reversal,55,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.91,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 39.2 | ADX 28.2 | MACD ▼ | EMA mixed | Below EMA200,4.6,4.6,Reversal,79.1,2.6,4.6,20.3,154.33,157.37,180.98,79.1,0.0,True,False,0.6,0.0
BASF,Chemicals,67.4,14337.07,Mini Large Cap,3312.2,28.72,25.93,-6.56,0.91,3465.02,3611.12,4165.26,13.47,30.66,5,50,Reversal,50,TIER 2 — WATCHLIST,False,0,No consolidation,0.0,0.0,1.09,0.0,0.0,Normal,Elevated volume on reversal → watch direction,Strong Downtrend ↓↓,RSI 33.9 | ADX 42.3 | MACD ▼ | EMA mixed | Below EMA200,7.6,7.7,Bearish,0.0,-0.1,1.4,15.0,3307.35,3360.2,3810.01,73.5,0.0,True,False,0.0,85.8
BATAINDIA,Consumer Durables,39.0,8525.23,Mini Large Cap,663.3,23.21,58.43,-4.37,2.11,728.49,806.07,1006.41,16.76,41.57,5,50,Reversal,50,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,2.34,0.0,0.0,Very High,High volume → could be capitulation or distribution,Strong Downtrend ↓↓,RSI 36.4 | ADX 46.3 | MACD ▼ | EMA ↓↓↓ | Below EMA200,5.0,5.6,Reversal,82.5,3.8,4.5,9.0,688.25,693.06,722.86,82.5,0.0,True,False,0.0,82.2
BBOX,Information Technology,41.6,8631.31,Mini Large Cap,504.35,45.74,8.66,-0.9,0.73,512.69,519.51,511.68,18.69,19.17,17,31,Watching,31,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,0.9,0.0,0.0,Low,Low activity → no setup forming yet,Strong Downtrend ↓↓,RSI 40.4 | ADX 54.5 | MACD ▲ | EMA ↓↓↓ | Below EMA200,4.8,5.3,Bullish,0.0,2.4,4.6,16.1,516.26,527.79,585.48,0.0,0.0,False,False,0.0,0.0
BBTC,Fast Moving Consumer Goods,60.0,10497.88,Mini Large Cap,1504.6,31.26,47.29,-6.55,0.66,1596.7,1685.08,1819.56,14.47,34.35,5,73,Reversal,73,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.88,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.4,7.6,Reversal,77.7,0.0,0.9,9.2,1504.82,1518.65,1643.46,77.7,0.0,True,False,0.0,86.8
BCLIND,Fast Moving Consumer Goods,70.0,800.17,Small Cap,27.1,41.59,14.53,-0.05,0.93,27.87,29.09,35.25,20.7,18.94,0,33,Watching,33,TIER 3 — WAITING,False,0,No consolidation,0.0,0.0,1.03,0.0,0.0,Normal,Normal activity → no setup forming yet,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,8.7,10.0,Bullish,75.2,1.5,4.6,26.1,27.52,28.35,34.17,75.2,0.0,True,False,0.0,88.9
BECTORFOOD,Fast Moving Consumer Goods,60.8,5608.38,Mini Large Cap,182.84,33.92,37.64,-0.27,0.58,194.24,210.01,247.18,18.28,22.55,5,65,Reversal,65,TIER 1 — BUY NOW (Reversal),False,0,No consolidation,0.0,0.0,0.81,0.0,0.0,Low,Neutral volume → wait for low-volume base to form,Strong Downtrend ↓↓,RSI 22.4 | ADX 61.1 | MACD ▼ | EMA ↓↓↓ | Below EMA200,7.5,7.7,Reversal,82.0,0.6,3.0,9.4,183.9,188.32,200.04,82.0,0.0,True,False,0.0,88.0
