Symbol,Sector,Market_Cap_Cr,Cap_Tier,Passed,Fail_Reason
JETFREIGHT,Services,82.97,Small Cap,False,ROE 6.0% < 10% (Small Cap)
JGCHEM,Chemicals,1300.98,Mid Cap,True,
JHS,Fast Moving Consumer Goods,69.31,Small Cap,False,TTM Profit negative or zero
JINDALPHOT,Financial Services,1175.35,Mid Cap,False,Revenue 2.0Cr < 50Cr (Mid Cap)
JINDALPOLY,Capital Goods,4191.45,Mid Cap,False,ROE 2.7% < 8% (Mid Cap)
JINDALSAW,Capital Goods,12373.72,Mini Large,True,
JINDALSTEL,Metals & Mining,120724.96,Large Cap,False,ROE 5.7% < 6% (Large Cap)
JINDRILL,"Oil, Gas & Consumable Fuels",1377.57,Mid Cap,True,
JINDWORLD,Textiles,2139.01,Mid Cap,True,
JIOFIN,Financial Services,152030.68,Large Cap,False,ROE 1.2% < 6% (Large Cap)
JISLJALEQS,Capital Goods,2212.97,Mid Cap,False,ROE 0.5% < 8% (Mid Cap)
JKCEMENT,Construction Materials,38634.13,Large Cap,True,
JKIL,Construction,3702.04,Mid Cap,True,
JKLAKSHMI,Construction Materials,7359.9,Mini Large,True,
JKPAPER,Forest Materials,5707.16,Mini Large,True,
JKTYRE,Automobile and Auto Components,12038.45,Mini Large,True,
JLHL,Healthcare,8319.67,Mini Large,True,
JMA,Automobile and Auto Components,184.03,Small Cap,True,
JMFINANCIL,Financial Services,11778.58,Mini Large,True,
JNKINDIA,Capital Goods,1329.07,Mid Cap,False,ROE 5.8% < 8% (Mid Cap)
JPOLYINVST,Financial Services,1225.38,Mid Cap,False,Revenue 32.0Cr < 50Cr (Mid Cap)
JPPOWER,Power,11218.79,Mini Large,False,ROE 6.4% < 7% (Mini Large)
JSFB,Financial Services,3678.46,Mid Cap,False,TTM Profit negative or zero
JSL,Metals & Mining,59527.03,Large Cap,True,
JSLL,Healthcare,7598.5,Mini Large,True,
JSWENERGY,Power,89044.4,Large Cap,True,
JSWHL,Financial Services,16830.63,Mini Large,False,ROE 0.6% < 7% (Mini Large)
JSWINFRA,Services,52347.43,Large Cap,True,
JSWSTEEL,Metals & Mining,285717.12,Large Cap,False,ROE 4.2% < 6% (Large Cap)
JTEKTINDIA,Automobile and Auto Components,3530.43,Mid Cap,True,
JTLIND,Capital Goods,2048.35,Mid Cap,False,ROE 7.9% < 8% (Mid Cap)
JUBLCPL,Chemicals,2511.53,Mid Cap,True,
JUBLFOOD,Consumer Services,29697.54,Large Cap,True,
JUBLINGREA,Chemicals,9221.76,Mini Large,False,Promoter selling: -6.25% in 4Q
JUBLPHARMA,Healthcare,13175.86,Mini Large,False,Inconsistent profits: 10.0/13.0 quarters
JUNIPER,Consumer Services,4553.07,Mid Cap,False,ROE 2.6% < 8% (Mid Cap)
JUSTDIAL,Consumer Services,4426.64,Mid Cap,True,
JWL,Capital Goods,11222.75,Mini Large,True,
JYOTHYLAB,Fast Moving Consumer Goods,7658.26,Mini Large,True,
JYOTICNC,Capital Goods,16828.17,Mini Large,True,
JYOTISTRUC,Capital Goods,1248.57,Mid Cap,False,ROE 7.1% < 8% (Mid Cap)
KABRAEXTRU,Capital Goods,730.76,Small Cap,False,ROE 7.2% < 10% (Small Cap)
KAJARIACER,Consumer Durables,15152.37,Mini Large,True,
KALAMANDIR,Consumer Services,1488.47,Mid Cap,False,ROE nan% < 8% (Mid Cap)
KALYANKJIL,Consumer Durables,39540.36,Large Cap,True,
KAMATHOTEL,Consumer Services,538.19,Small Cap,True,
KAMDHENU,Capital Goods,595.81,Small Cap,True,
KANORICHEM,Capital Goods,275.18,Small Cap,False,TTM Profit negative or zero
KANPRPLA,Capital Goods,428.79,Small Cap,False,ROE 4.8% < 10% (Small Cap)
KANSAINER,Consumer Durables,13485.99,Mini Large,True,
KARURVYSYA,Financial Services,25509.07,Large Cap,False,TTM Profit negative or zero
KAYA,Consumer Services,429.73,Small Cap,False,ROE nan% < 10% (Small Cap)
KAYNES,Capital Goods,24289.01,Large Cap,False,Poor CF: 4.0/7.0 yrs
KCP,Construction Materials,1772.86,Mid Cap,True,
KCPSUGIND,Fast Moving Consumer Goods,270.08,Small Cap,False,ROE 3.0% < 10% (Small Cap)
KDDL,Consumer Durables,2700.18,Mid Cap,True,
KEC,Construction,14537.18,Mini Large,True,
KECL,Capital Goods,556.33,Small Cap,False,ROE 3.2% < 10% (Small Cap)
KEI,Capital Goods,40037.53,Large Cap,True,
KELLTONTEC,Information Technology,849.24,Small Cap,True,
KERNEX,Services,1616.39,Mid Cap,False,Poor CF: 3.0/12.0 yrs
KEYFINSERV,Financial Services,145.03,Small Cap,False,ROE 9.8% < 10% (Small Cap)
KFINTECH,Financial Services,15778.19,Mini Large,False,Promoter selling: -10.09% in 4Q
KHADIM,Consumer Durables,162.49,Small Cap,False,ROE 3.0% < 10% (Small Cap)
KHAICHEM,Chemicals,476.02,Small Cap,False,TTM Profit negative or zero
KICL,Financial Services,1937.13,Mid Cap,False,ROE 0.8% < 8% (Mid Cap)
KILITCH,Healthcare,553.59,Small Cap,False,ROE 9.4% < 10% (Small Cap)
KIMS,Healthcare,25812.96,Large Cap,True,
KINGFA,Capital Goods,5525.66,Mini Large,False,TTM Profit negative or zero
KIOCL,Metals & Mining,21377.64,Large Cap,False,TTM Profit negative or zero
KIRIINDUS,Chemicals,2251.81,Mid Cap,False,Inconsistent profits: 9.0/13.0 quarters
KIRLOSBROS,Capital Goods,12401.22,Mini Large,True,
KIRLOSENG,Capital Goods,20011.67,Large Cap,False,Poor CF: 4.0/10.0 yrs
KIRLOSIND,Capital Goods,2878.96,Mid Cap,False,ROE 4.5% < 8% (Mid Cap)
KIRLPNU,Capital Goods,6824.52,Mini Large,True,
KITEX,Textiles,3181.96,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
KKCL,Textiles,2630.47,Mid Cap,True,
KMEW,Services,3788.61,Mid Cap,False,Promoter selling: -7.06% in 4Q
KMSUGAR,Fast Moving Consumer Goods,236.81,Small Cap,False,ROE 9.9% < 10% (Small Cap)
KNAGRI,Fast Moving Consumer Goods,427.71,Small Cap,False,Poor CF: 4.0/7.0 yrs
KNRCON,Construction,3319.26,Mid Cap,True,
KOHINOOR,Fast Moving Consumer Goods,84.22,Small Cap,False,ROE nan% < 10% (Small Cap)
KOKUYOCMLN,Fast Moving Consumer Goods,771.74,Small Cap,False,ROE 6.0% < 10% (Small Cap)
KOLTEPATIL,Realty,2879.0,Mid Cap,False,Inconsistent profits: 7.0/13.0 quarters
KOPRAN,Healthcare,570.83,Small Cap,False,ROE 7.8% < 10% (Small Cap)
KOTAKBANK,Financial Services,364750.95,Large Cap,True,
KOTHARIPET,Chemicals,652.49,Small Cap,True,
KOTHARIPRO,Services,384.14,Small Cap,False,TTM Profit negative or zero
KOTYARK,"Oil, Gas & Consumable Fuels",381.36,Small Cap,False,ROE 9.4% < 10% (Small Cap)
KPEL,Power,1891.01,Mid Cap,True,
KPIGREEN,Power,7467.79,Mini Large,False,Poor CF: 4.0/7.0 yrs
KPIL,Construction,18289.74,Mini Large,True,
KPITTECH,Information Technology,18017.66,Mini Large,True,
KPRMILL,Textiles,28193.03,Large Cap,True,
KRBL,Fast Moving Consumer Goods,6577.15,Mini Large,True,
KRISHANA,Chemicals,3012.24,Mid Cap,False,TTM Profit negative or zero
KRISHIVAL,Fast Moving Consumer Goods,820.36,Small Cap,False,ROE 9.7% < 10% (Small Cap)
KRISHNADEF,Capital Goods,1263.06,Mid Cap,False,Poor CF: 0/3.0 yrs
KRITI,Capital Goods,361.65,Small Cap,False,TTM Profit negative or zero
KRITIKA,Capital Goods,155.51,Small Cap,False,TTM Profit negative or zero
KRITINUT,Fast Moving Consumer Goods,318.81,Small Cap,True,
KRN,Capital Goods,5574.51,Mini Large,True,
KRONOX,Chemicals,410.56,Small Cap,False,TTM Profit negative or zero
KROSS,Automobile and Auto Components,1107.56,Mid Cap,False,TTM Profit negative or zero
KRSNAA,Healthcare,1906.26,Mid Cap,True,
KRYSTAL,Services,772.86,Small Cap,True,
KSB,Capital Goods,13615.09,Mini Large,True,
KSCL,Fast Moving Consumer Goods,4130.58,Mid Cap,False,Inconsistent profits: 8.0/13.0 quarters
KSL,Capital Goods,2849.08,Mid Cap,True,
KSOLVES,Information Technology,653.15,Small Cap,True,
KTKBANK,Financial Services,8656.77,Mini Large,False,Promoter nan% < 20% (Mini Large)
KUANTUM,Forest Materials,677.43,Small Cap,False,TTM Profit negative or zero
LALPATHLAB,Healthcare,21843.47,Large Cap,True,
LAMBODHARA,Textiles,98.48,Small Cap,False,TTM Profit negative or zero
LANDMARK,Automobile and Auto Components,1496.46,Mid Cap,False,ROE 3.0% < 8% (Mid Cap)
LAOPALA,Consumer Durables,2042.96,Mid Cap,False,TTM Profit negative or zero
LATENTVIEW,Information Technology,5532.14,Mini Large,True,
LATTEYS,Capital Goods,112.12,Small Cap,False,ROE 9.1% < 10% (Small Cap)
LAURUSLABS,Healthcare,53307.49,Large Cap,True,
LAXMIDENTL,Healthcare,954.75,Small Cap,True,
LEMERITE,Textiles,1086.7,Mid Cap,False,ROE 5.5% < 8% (Mid Cap)
LEMONTREE,Consumer Services,8366.66,Mini Large,True,
LGBBROSLTD,Automobile and Auto Components,5454.37,Mini Large,True,
LGHL,Consumer Durables,1319.19,Mid Cap,False,D/E 1.57 > 1.5 (Mid Cap)
LIBERTSHOE,Consumer Durables,425.73,Small Cap,False,ROE 3.7% < 10% (Small Cap)
LICHSGFIN,Financial Services,26741.31,Large Cap,True,
LICI,Financial Services,491294.2,Large Cap,True,
LIKHITHA,Construction,561.68,Small Cap,True,
LINC,Fast Moving Consumer Goods,612.37,Small Cap,True,
LINCOLN,Healthcare,1202.58,Mid Cap,True,
LINDEINDIA,Chemicals,59822.62,Large Cap,True,
LLOYDSENGG,Capital Goods,6087.62,Mini Large,False,Promoter selling: -7.16% in 4Q
LLOYDSENT,Metals & Mining,6930.55,Mini Large,False,ROE 3.7% < 7% (Mini Large)
LLOYDSME,Metals & Mining,70094.32,Large Cap,True,
LMW,Capital Goods,14637.85,Mini Large,False,ROE 3.6% < 7% (Mini Large)
LODHA,Realty,79590.16,Large Cap,True,
LOKESHMACH,Capital Goods,396.72,Small Cap,False,TTM Profit negative or zero
LORDSCHLO,Chemicals,341.35,Small Cap,False,TTM Profit negative or zero
LOTUSEYE,Healthcare,231.88,Small Cap,False,TTM Profit negative or zero
LT,Construction,472495.05,Large Cap,False,Promoter nan% < 15% (Large Cap)
LTF,Financial Services,65414.57,Large Cap,True,
LTFOODS,Fast Moving Consumer Goods,13148.54,Mini Large,True,
LTTS,Information Technology,34227.86,Large Cap,True,
LUMAXIND,Automobile and Auto Components,4729.5,Mid Cap,True,
LUMAXTECH,Automobile and Auto Components,10687.13,Mini Large,True,
LUPIN,Healthcare,106148.29,Large Cap,True,
LUXIND,Textiles,2830.05,Mid Cap,True,
LXCHEM,Chemicals,3330.21,Mid Cap,False,ROE 5.9% < 8% (Mid Cap)
LYKALABS,Healthcare,196.4,Small Cap,False,ROE 7.9% < 10% (Small Cap)
M&M,Automobile and Auto Components,368076.97,Large Cap,False,Poor CF: 7.0/12.0 yrs
M&MFIN,Financial Services,42844.56,Large Cap,True,
MACPOWER,Capital Goods,850.15,Small Cap,False,TTM Profit negative or zero
MADRASFERT,Chemicals,977.24,Small Cap,False,TTM Profit negative or zero
MAGADSUGAR,Fast Moving Consumer Goods,647.44,Small Cap,False,TTM Profit negative or zero
MAGNUM,Forest Materials,123.82,Small Cap,False,ROE nan% < 10% (Small Cap)
MAHABANK,Financial Services,50371.99,Large Cap,False,Promoter selling: -6.0% in 4Q
MAHAPEXLTD,Financial Services,79.64,Small Cap,False,Revenue 8.0Cr < 20Cr (Small Cap)
MAHEPC,Capital Goods,324.09,Small Cap,False,ROE 4.0% < 10% (Small Cap)
MAHESHWARI,Diversified,130.61,Small Cap,False,ROE 8.7% < 10% (Small Cap)
MAHLIFE,Realty,7282.55,Mini Large,False,ROE 1.8% < 7% (Mini Large)
MAHLOG,Services,3628.57,Mid Cap,False,TTM Profit negative or zero
MAHSCOOTER,Financial Services,14234.48,Mini Large,False,TTM Profit negative or zero
MAHSEAMLES,Capital Goods,7567.61,Mini Large,True,
MAITHANALL,Metals & Mining,2722.8,Mid Cap,True,
MALLCOM,Capital Goods,644.72,Small Cap,True,
MAMATA,Capital Goods,920.33,Small Cap,True,
MANAKCOAT,Capital Goods,1125.24,Mid Cap,False,ROE 4.5% < 8% (Mid Cap)
MANAKSIA,Capital Goods,328.59,Small Cap,False,ROE 9.2% < 10% (Small Cap)
MANAKSTEEL,Metals & Mining,342.94,Small Cap,False,ROE 3.3% < 10% (Small Cap)
MANALIPETC,Chemicals,785.63,Small Cap,False,ROE 2.5% < 10% (Small Cap)
MANAPPURAM,Financial Services,21943.82,Large Cap,True,
MANBA,Financial Services,574.09,Small Cap,False,TTM Profit negative or zero
MANCREDIT,Financial Services,360.64,Small Cap,False,ROE 8.0% < 10% (Small Cap)
MANGLMCEM,Construction Materials,2296.87,Mid Cap,False,TTM Profit negative or zero
MANINDS,Capital Goods,2785.86,Mid Cap,False,ROE 7.8% < 8% (Mid Cap)
MANINFRA,Construction,3677.0,Mid Cap,True,
MANKIND,Healthcare,82565.67,Large Cap,True,
MANOMAY,Textiles,367.24,Small Cap,False,TTM Profit negative or zero
MANORAMA,Fast Moving Consumer Goods,7594.33,Mini Large,False,Poor CF: 0/1.0 yrs
MANORG,Chemicals,344.05,Small Cap,False,ROE 4.2% < 10% (Small Cap)
MANYAVAR,Consumer Services,8629.19,Mini Large,True,
MAPMYINDIA,Information Technology,5010.86,Mini Large,True,
MARATHON,Realty,2824.58,Mid Cap,False,Promoter selling: -17.7% in 4Q
MARICO,Fast Moving Consumer Goods,96428.48,Large Cap,True,
MARINE,Capital Goods,2264.99,Mid Cap,True,
MARKSANS,Healthcare,7706.05,Mini Large,True,
MARUTI,Automobile and Auto Components,396178.68,Large Cap,True,
MASFIN,Financial Services,5489.87,Mini Large,True,
MASTEK,Information Technology,4493.06,Mid Cap,True,
MASTERTR,Financial Services,845.98,Small Cap,True,
MATRIMONY,Consumer Services,875.28,Small Cap,True,
MAWANASUG,Fast Moving Consumer Goods,325.58,Small Cap,False,Poor CF: 7.0/12.0 yrs
MAXESTATES,Realty,6029.5,Mini Large,False,ROE 1.1% < 7% (Mini Large)
MAXHEALTH,Healthcare,93888.07,Large Cap,True,
MAXIND,Financial Services,762.42,Small Cap,False,TTM Profit negative or zero
MAYURUNIQ,Consumer Durables,2216.97,Mid Cap,True,
MAZDA,Capital Goods,343.31,Small Cap,False,TTM Profit negative or zero
MAZDOCK,Capital Goods,93749.55,Large Cap,True,
MBAPL,Chemicals,3969.94,Mid Cap,False,TTM Profit negative or zero
MBLINFRA,Construction,337.64,Small Cap,False,Inconsistent profits: 3.0/13.0 quarters
MCLEODRUSS,Fast Moving Consumer Goods,363.08,Small Cap,False,TTM Profit negative or zero
MCLOUD,Information Technology,1283.68,Mid Cap,True,
MCX,Financial Services,61452.43,Large Cap,False,Promoter nan% < 15% (Large Cap)
MEDANTA,Healthcare,27022.84,Large Cap,True,
MEDIASSIST,Financial Services,2425.93,Mid Cap,True,
MEDICAMEQ,Healthcare,343.95,Small Cap,False,ROE 2.5% < 10% (Small Cap)
MEDICO,Healthcare,316.58,Small Cap,False,TTM Profit negative or zero
MEDPLUS,Consumer Services,9871.5,Mini Large,True,
MEGASTAR,Fast Moving Consumer Goods,283.29,Small Cap,False,ROE 4.1% < 10% (Small Cap)
MENONBE,Automobile and Auto Components,661.89,Small Cap,True,
METROBRAND,Consumer Durables,25418.82,Large Cap,True,
METROPOLIS,Healthcare,9145.23,Mini Large,True,
MFSL,Financial Services,56610.2,Large Cap,True,
MGEL,Fast Moving Consumer Goods,345.7,Small Cap,False,D/E 1.04 > 1.0 (Small Cap)
MGL,"Oil, Gas & Consumable Fuels",9552.8,Mini Large,True,
MHLXMIRU,Textiles,177.4,Small Cap,False,ROE 8.7% < 10% (Small Cap)
MHRIL,Consumer Services,5190.0,Mini Large,False,D/E 4.76 > 2.0 (Mini Large)
MICEL,Capital Goods,790.76,Small Cap,False,ROE 4.4% < 10% (Small Cap)
MIDHANI,Capital Goods,5918.87,Mini Large,True,
MINDACORP,Automobile and Auto Components,11826.89,Mini Large,True,
MINDTECK,Information Technology,545.14,Small Cap,True,
MIRCELECTR,Consumer Durables,941.91,Small Cap,False,TTM Profit negative or zero
MIRZAINT,Consumer Durables,405.62,Small Cap,False,TTM Profit negative or zero
MMFL,Automobile and Auto Components,2067.66,Mid Cap,True,
MMP,Metals & Mining,552.94,Small Cap,True,
MMTC,Services,9014.04,Mini Large,False,ROE 4.5% < 7% (Mini Large)
MOBIKWIK,Financial Services,1430.17,Mid Cap,False,TTM Profit negative or zero
MODIRUBBER,Automobile and Auto Components,277.17,Small Cap,False,ROE 2.9% < 10% (Small Cap)
MODISONLTD,Capital Goods,408.74,Small Cap,True,
MOIL,Metals & Mining,5933.63,Mini Large,True,
MOKSH,Consumer Durables,86.93,Small Cap,False,TTM Profit negative or zero
MOL,Chemicals,1084.22,Mid Cap,False,TTM Profit negative or zero
MOLDTECH,Construction,354.94,Small Cap,False,ROE 9.2% < 10% (Small Cap)
MOLDTKPAC,Capital Goods,1701.82,Mid Cap,True,
MONARCH,Financial Services,2124.39,Mid Cap,True,
MONTECARLO,Textiles,1089.16,Mid Cap,False,Inconsistent profits: 8.0/13.0 quarters
MOREPENLAB,Healthcare,2026.88,Mid Cap,True,
MOSCHIP,Information Technology,3197.81,Mid Cap,False,Poor CF: 5.0/12.0 yrs
MOTHERSON,Automobile and Auto Components,117777.02,Large Cap,False,Promoter selling: -9.52% in 4Q
MOTILALOFS,Financial Services,39926.87,Large Cap,True,
MOTISONS,Consumer Durables,1308.12,Mid Cap,False,TTM Profit negative or zero
MPHASIS,Information Technology,39870.18,Large Cap,False,Promoter selling: -9.64% in 4Q
MPSLTD,Consumer Services,2555.07,Mid Cap,True,
MRF,Automobile and Auto Components,54089.42,Large Cap,True,
MRPL,"Oil, Gas & Consumable Fuels",33545.41,Large Cap,False,ROE 0.4% < 6% (Large Cap)
MSPL,Capital Goods,1702.66,Mid Cap,False,TTM Profit negative or zero
MSTCLTD,Services,2927.85,Mid Cap,True,
MSUMI,Automobile and Auto Components,24523.89,Large Cap,False,TTM Profit negative or zero
MTARTECH,Capital Goods,10850.75,Mini Large,True,
MTNL,Telecommunication,1559.25,Mid Cap,False,TTM Profit negative or zero
MUFIN,Financial Services,2056.66,Mid Cap,False,Promoter selling: -7.01% in 4Q
MUFTI,Consumer Services,487.73,Small Cap,True,
MUKANDLTD,Metals & Mining,1832.19,Mid Cap,False,ROE 7.9% < 8% (Mid Cap)
MUKKA,Fast Moving Consumer Goods,633.9,Small Cap,False,D/E 1.37 > 1.0 (Small Cap)
MUNJALAU,Automobile and Auto Components,741.49,Small Cap,False,ROE 9.0% < 10% (Small Cap)
MUNJALSHOW,Automobile and Auto Components,481.78,Small Cap,False,TTM Profit negative or zero
MUTHOOTCAP,Financial Services,323.24,Small Cap,False,TTM Profit negative or zero
MUTHOOTFIN,Financial Services,133198.02,Large Cap,True,
MUTHOOTMF,Financial Services,2528.34,Mid Cap,False,TTM Profit negative or zero
MVGJL,Consumer Durables,699.4,Small Cap,False,TTM Profit negative or zero
MWL,Metals & Mining,789.0,Small Cap,False,Poor CF: 2.0/5.0 yrs
NACLIND,Chemicals,3229.15,Mid Cap,False,TTM Profit negative or zero
NAHARCAP,Financial Services,378.21,Small Cap,False,ROE 3.0% < 10% (Small Cap)
NAHARINDUS,Textiles,389.6,Small Cap,False,ROE 1.8% < 10% (Small Cap)
NAHARPOLY,Capital Goods,588.05,Small Cap,False,ROE 5.5% < 10% (Small Cap)
NAHARSPING,Textiles,759.32,Small Cap,False,TTM Profit negative or zero
NAM-INDIA,Financial Services,53467.74,Large Cap,True,
NARMADA,Fast Moving Consumer Goods,124.5,Small Cap,False,TTM Profit negative or zero
NATCAPSUQ,Healthcare,152.87,Small Cap,False,ROE 0.4% < 10% (Small Cap)
NATCOPHARM,Healthcare,17184.35,Mini Large,True,
NATHBIOGEN,Fast Moving Consumer Goods,265.95,Small Cap,False,ROE 5.7% < 10% (Small Cap)
NATIONALUM,Metals & Mining,67755.25,Large Cap,True,
NAUKRI,Consumer Services,63338.49,Large Cap,False,ROE 2.7% < 6% (Large Cap)
NAVA,Power,15664.12,Mini Large,True,
NAVINFLUOR,Chemicals,31433.16,Large Cap,True,
NAVKARCORP,Services,1245.85,Mid Cap,False,ROE 5.8% < 8% (Mid Cap)
NAVNETEDUL,"Media, Entertainment & Publication",2816.63,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
NAZARA,"Media, Entertainment & Publication",8718.89,Mini Large,False,ROE 1.5% < 7% (Mini Large)
NBCC,Construction,22655.7,Large Cap,True,
NCC,Construction,8826.89,Mini Large,True,
NCLIND,Construction Materials,768.05,Small Cap,False,ROE 2.8% < 10% (Small Cap)
NDLVENTURE,Financial Services,384.02,Small Cap,False,ROE 0.8% < 10% (Small Cap)
NDRAUTO,Automobile and Auto Components,1625.85,Mid Cap,True,
NDTV,"Media, Entertainment & Publication",789.21,Small Cap,False,TTM Profit negative or zero
NECLIFE,Healthcare,212.91,Small Cap,False,TTM Profit negative or zero
NELCAST,Capital Goods,1045.44,Mid Cap,False,ROE 6.5% < 8% (Mid Cap)
NELCO,Information Technology,1341.8,Mid Cap,False,ROE 7.8% < 8% (Mid Cap)
NEOGEN,Chemicals,3525.65,Mid Cap,False,ROE 4.4% < 8% (Mid Cap)
NESCO,Services,7445.45,Mini Large,True,
NESTLEIND,Fast Moving Consumer Goods,230163.59,Large Cap,True,
NETWEB,Information Technology,18718.25,Mini Large,False,TTM Profit negative or zero
NETWORK18,"Media, Entertainment & Publication",4774.01,Mid Cap,False,TTM Profit negative or zero
NEULANDLAB,Healthcare,15404.92,Mini Large,True,
NEWGEN,Information Technology,6203.13,Mini Large,True,
NFL,Chemicals,3409.33,Mid Cap,False,ROE 7.2% < 8% (Mid Cap)
NGLFINE,Healthcare,1361.78,Mid Cap,False,ROE 7.0% < 8% (Mid Cap)
NH,Healthcare,33556.15,Large Cap,True,
NHPC,Power,77145.87,Large Cap,True,
NIACL,Financial Services,21855.87,Large Cap,False,ROE 3.6% < 6% (Large Cap)
NIBE,Capital Goods,1429.43,Mid Cap,False,Inconsistent profits: 10.0/13.0 quarters
NIBL,Capital Goods,71.39,Small Cap,False,ROE nan% < 10% (Small Cap)
NIITLTD,Consumer Services,814.35,Small Cap,False,ROE 4.5% < 10% (Small Cap)
NIITMTS,Consumer Services,4100.62,Mid Cap,True,
NILAINFRA,Realty,278.87,Small Cap,True,
NILASPACES,Realty,491.97,Small Cap,False,ROE 9.8% < 10% (Small Cap)
NILKAMAL,Consumer Durables,1822.58,Mid Cap,False,ROE 7.1% < 8% (Mid Cap)
NINSYS,Information Technology,539.08,Small Cap,True,
NIPPOBATRY,Fast Moving Consumer Goods,223.08,Small Cap,False,Inconsistent profits: 8.0/13.0 quarters
NIRAJ,Construction,151.8,Small Cap,False,ROE 5.9% < 10% (Small Cap)
NITCO,Consumer Durables,1864.55,Mid Cap,False,TTM Profit negative or zero
NITINSPIN,Textiles,2071.71,Mid Cap,False,TTM Profit negative or zero
NITIRAJ,Consumer Durables,223.43,Small Cap,False,TTM Profit negative or zero
NIVABUPA,Financial Services,12930.39,Mini Large,False,TTM Profit negative or zero
NLCINDIA,Power,36933.07,Large Cap,True,
NMDC,Metals & Mining,70141.12,Large Cap,True,
NOCIL,Chemicals,2404.49,Mid Cap,False,ROE 5.8% < 8% (Mid Cap)
NORTHARC,Financial Services,3784.5,Mid Cap,False,Promoter nan% < 25% (Mid Cap)
NOVAAGRI,Chemicals,204.53,Small Cap,True,
NPST,Information Technology,2305.87,Mid Cap,False,Promoter selling: -7.28% in 4Q
NRAIL,Forest Materials,714.8,Small Cap,False,TTM Profit negative or zero
NRBBEARING,Automobile and Auto Components,2351.75,Mid Cap,True,
NRL,Metals & Mining,345.62,Small Cap,False,Poor CF: 0/3.0 yrs
NSIL,Financial Services,2756.84,Mid Cap,False,ROE 0.3% < 8% (Mid Cap)
NSLNISP,Metals & Mining,10757.75,Mini Large,False,TTM Profit negative or zero
NTPC,Power,369394.51,Large Cap,True,
NTPCGREEN,Power,85190.19,Large Cap,False,ROE 2.5% < 6% (Large Cap)
NUCLEUS,Information Technology,2136.56,Mid Cap,True,
NURECA,Healthcare,237.71,Small Cap,False,ROE 0.5% < 10% (Small Cap)
NUVAMA,Financial Services,20898.28,Large Cap,True,
NUVOCO,Construction Materials,10229.21,Mini Large,False,ROE 0.2% < 7% (Mini Large)
NYKAA,Consumer Services,68917.96,Large Cap,False,ROE 5.2% < 6% (Large Cap)
OAL,Chemicals,850.39,Small Cap,False,ROE 5.1% < 10% (Small Cap)
OBCL,Services,118.06,Small Cap,False,ROE 2.2% < 10% (Small Cap)
OBEROIRLTY,Realty,52577.48,Large Cap,False,Poor CF: 7.0/12.0 yrs
OCCLLTD,Chemicals,438.57,Small Cap,False,TTM Profit negative or zero
OFSS,Information Technology,57265.22,Large Cap,True,
OIL,"Oil, Gas & Consumable Fuels",77372.54,Large Cap,True,
OILCOUNTUB,"Oil, Gas & Consumable Fuels",215.24,Small Cap,False,TTM Profit negative or zero
OLAELEC,Automobile and Auto Components,10352.25,Mini Large,False,TTM Profit negative or zero
OLECTRA,Automobile and Auto Components,9007.54,Mini Large,False,Poor CF: 5.0/12.0 yrs
OMAXAUTO,Automobile and Auto Components,210.55,Small Cap,False,TTM Profit negative or zero
OMAXE,Realty,1317.95,Mid Cap,False,TTM Profit negative or zero
OMINFRAL,Construction,803.67,Small Cap,False,ROE 4.8% < 10% (Small Cap)
ONEPOINT,Services,1168.64,Mid Cap,False,ROE 7.8% < 8% (Mid Cap)
ONESOURCE,Healthcare,16760.14,Mini Large,False,TTM Profit negative or zero
ONGC,"Oil, Gas & Consumable Fuels",333880.6,Large Cap,True,
ONMOBILE,"Media, Entertainment & Publication",524.23,Small Cap,False,TTM Profit negative or zero
ONWARDTEC,Information Technology,544.62,Small Cap,True,
OPTIEMUS,Telecommunication,2963.98,Mid Cap,True,
ORBTEXP,Textiles,394.51,Small Cap,True,
ORCHPHARMA,Healthcare,2701.76,Mid Cap,False,ROE 7.8% < 8% (Mid Cap)
ORICONENT,Capital Goods,1066.43,Mid Cap,True,
ORIENTBELL,Consumer Durables,407.39,Small Cap,False,ROE 0.9% < 10% (Small Cap)
ORIENTCEM,Construction Materials,2720.95,Mid Cap,False,TTM Profit negative or zero
ORIENTCER,Capital Goods,462.41,Small Cap,False,ROE 3.4% < 10% (Small Cap)
ORIENTELEC,Consumer Durables,3548.68,Mid Cap,False,TTM Profit negative or zero
ORIENTHOT,Consumer Services,1639.54,Mid Cap,False,ROE 5.6% < 8% (Mid Cap)
ORIENTPPR,Forest Materials,332.49,Small Cap,True,
ORIENTTECH,Information Technology,1204.47,Mid Cap,False,TTM Profit negative or zero
ORISSAMINE,Metals & Mining,2162.4,Mid Cap,False,TTM Profit negative or zero
OSWALAGRO,Services,564.86,Small Cap,False,Poor CF: 5.0/12.0 yrs
OSWALGREEN,Financial Services,639.45,Small Cap,False,ROE 1.9% < 10% (Small Cap)
OSWALSEEDS,Fast Moving Consumer Goods,104.55,Small Cap,False,ROE 8.3% < 10% (Small Cap)
PAGEIND,Textiles,35719.62,Large Cap,False,TTM Profit negative or zero
PAISALO,Financial Services,3189.69,Mid Cap,False,Promoter selling: -10.87% in 4Q
PAKKA,Forest Materials,383.28,Small Cap,False,ROE 8.4% < 10% (Small Cap)
